# VERTIKAAL 20 Roompot
* 21-08-2025 14:03:04
#X: 47477 - Y: 418858
#00 DONARLOCATIE: GTS-01
#08 WAARNEMER(S): Hartman
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT CHLFRFU    TROEBHFNU
  47477  418858 20250821 140323     -99    0.75   20.67   7.94 7.16      95   42.97    4237   30.50    1.32     14.73
  47477  418858 20250821 140341    -201    8.52   20.78   7.92 7.07      94   43.21    4250   30.61    1.05     10.73
  47477  418858 20250821 140356    -300   11.37   20.77   7.92 7.05      94   43.21    4251   30.62    1.17     11.36
  47477  418858 20250821 140412    -399   10.60   20.74   7.92 7.00      93   43.15    4248   30.59    1.36     11.69
  47477  418858 20250821 140427    -503   10.00   20.89   7.91 6.98      93   43.38    4257   30.66    1.05      7.68
  47477  418858 20250821 140441    -599    1.32   20.74   7.93 7.00      93   43.13    4246   30.57    1.52     11.88
  47477  418858 20250821 140501    -703    1.32   20.76   7.93 7.05      94   43.19    4250   30.60    1.37     11.84
  47477  418858 20250821 140517    -800    7.65   20.89   7.92 7.01      94   43.41    4260   30.68    1.13      8.69
  47477  418858 20250821 140555    -901    1.31   20.66   7.94 7.17      95   42.96    4237   30.50    1.46     14.32
  47477  418858 20250821 140614   -1003    5.40   20.75   7.93 7.09      94   43.16    4248   30.59    1.30     11.73
  47477  418858 20250821 140638   -1104    4.32   20.83   7.91 6.92      92   43.33    4257   30.66    0.98      8.23
  47477  418858 20250821 140701   -1205    3.85   20.92   7.90 6.78      91   43.53    4270   30.76    1.12      5.94
  47477  418858 20250821 140720   -1301    2.63   20.99   7.87 6.56      88   43.75    4285   30.88    0.70      2.67
  47477  418858 20250821 140737   -1397    1.08   21.01   7.86 6.38      86   43.79    4287   30.90    0.55      2.46
