# VERTIKAAL 12 Roompot
* 21-08-2025 11:26:37
#X: 55352 - Y: 421397
#00 DONARLOCATIE: GTS-09
#08 WAARNEMER(S): Hartman
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT CHLFRFU    TROEBHFNU
  55351  421398 20250821 112649    -100   19.88   20.60   7.76 6.01      80   43.54    4299   31.00    0.61      1.06
  55351  421398 20250821 112703    -202   18.94   20.60   7.76 5.98      80   43.53    4299   31.00    0.63      0.98
  55351  421398 20250821 112718    -300   18.00   20.60   7.76 5.96      79   43.54    4299   31.00    0.83      1.00
  55351  421398 20250821 112732    -404   17.00   20.60   7.76 5.94      79   43.54    4299   31.00    0.57      0.91
  55351  421398 20250821 112747    -501   16.08   20.60   7.76 5.95      79   43.54    4299   31.00    0.56      1.00
  55351  421398 20250821 112810    -601   15.06   20.60   7.76 5.95      79   43.54    4299   31.00    0.56      1.04
  55351  421398 20250821 112825    -697   14.00   20.60   7.75 5.91      79   43.54    4300   31.00    0.50      1.12
  55351  421398 20250821 112843    -802   12.72   20.59   7.75 5.86      78   43.53    4299   31.00    0.47      1.05
  55351  421398 20250821 112903    -905   11.81   20.60   7.75 5.85      78   43.54    4300   31.01    0.55      0.97
  55351  421398 20250821 112918   -1003   10.86   20.60   7.75 5.86      78   43.54    4299   31.00    0.55      0.93
  55351  421398 20250821 112933   -1101   10.06   20.57   7.75 5.83      78   43.51    4299   31.00    0.52      1.06
  55351  421398 20250821 112952   -1205    9.29   20.57   7.75 5.81      77   43.51    4299   31.00    0.48      1.00
  55351  421398 20250821 113055   -1302    8.44   20.52   7.70 5.12      68   43.47    4299   31.00    0.34      0.92
  55351  421398 20250821 113110   -1404    7.17   20.47   7.69 5.14      68   43.43    4301   31.01    0.31      0.94
  55351  421398 20250821 113209   -1496    5.63   20.38   7.61 3.98      53   43.37    4303   31.03    0.23      1.08
  55351  421398 20250821 113234   -1600    4.36   20.24   7.66 4.36      58   43.24    4302   31.03    0.37      1.00
  55351  421398 20250821 113331   -1701    2.50   20.08   7.49 2.42      32   43.17    4310   31.09    0.18      1.22
  55351  421398 20250821 113405   -1801    1.17   19.97   7.46 1.91      25   43.10    4313   31.12    0.14      0.89
