# VERTIKAAL 8 Roompot
* 21-08-2025 10:05:13
#X: 59029 - Y: 414733
#00 DONARLOCATIE: GTS-13
#08 WAARNEMER(S): Hartman
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT CHLFRFU    TROEBHFNU
  59029  414732 20250821 100525     -97   20.60   21.52   7.97 7.32      99   44.36    4297   30.98    2.06      1.10
  59029  414732 20250821 100539    -206   19.72   21.52   7.97 7.28      99   44.37    4298   30.99    1.79      1.20
  59029  414732 20250821 100554    -302   18.85   21.52   7.97 7.26      98   44.37    4298   30.99    1.53      1.21
  59029  414732 20250821 100609    -404   17.98   21.53   7.97 7.25      98   44.38    4298   30.99    1.72      1.01
  59029  414732 20250821 100624    -499   16.98   21.52   7.96 7.18      97   44.37    4298   30.99    1.55      1.11
  59029  414732 20250821 100647    -597   16.21   21.52   7.97 7.14      97   44.37    4298   30.99    1.62      1.05
  59029  414732 20250821 100703    -707   14.75   21.52   7.97 7.23      98   44.37    4298   30.99    1.96      1.11
  59029  414732 20250821 100721    -799   14.05   21.50   7.95 7.11      96   44.35    4298   30.99    1.81      1.06
  59029  414732 20250821 100803    -899   13.65   21.38   7.88 6.15      83   44.25    4299   30.99    0.88      0.96
  59029  414732 20250821 100823   -1001   12.44   21.31   7.86 5.97      80   44.20    4300   31.01    0.52      0.98
  59029  414732 20250821 100906   -1102   11.68   21.41   7.95 6.75      91   44.38    4309   31.08    0.69      0.92
  59029  414732 20250821 100920   -1199   10.63   21.34   7.93 6.71      91   44.34    4310   31.09    0.56      0.95
  59029  414732 20250821 100936   -1300    9.68   21.36   7.96 6.73      91   44.40    4315   31.12    0.74      0.99
  59029  414732 20250821 101031   -1406    9.15   21.21   7.91 6.31      85   44.22    4311   31.09    0.51      0.98
  59029  414732 20250821 101133   -1500    8.07   20.94   7.82 5.40      72   43.91    4305   31.05    0.39      1.24
  59029  414732 20250821 101218   -1603    6.91   21.18   7.94 6.26      84   44.28    4320   31.17    0.59      1.06
  59029  414732 20250821 101246   -1699    6.04   21.26   7.98 6.51      88   44.44    4328   31.23    0.60      1.18
  59029  414732 20250821 101312   -1806    5.11   21.07   7.94 6.39      86   44.19    4321   31.18    0.43      1.26
  59029  414732 20250821 101334   -1903    4.15   20.94   7.90 6.27      84   44.01    4315   31.13    0.55      1.19
  59029  414732 20250821 101402   -2003    2.72   20.84   7.86 5.96      80   43.88    4310   31.09    0.63      1.20
  59029  414732 20250821 101433   -2107    2.72   20.70   7.82 5.74      77   43.71    4307   31.07    0.59      1.14
  59029  414732 20250821 101457   -2202    2.72   20.35   7.82 5.59      74   43.51    4318   31.16    0.44      1.66
