# VERTIKAAL 11 M.C.ECOS 8 VERTIKAAL
* 01-05-2024 10:59:48
#X: 49982 - Y: 418414
#00 DONARLOCATIE: GTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1009>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  49982  418414 20240501 105957    1.07    1.08   12.76   8.37 11.6     130   32.36    3807   27.11   15311    0.70    0.58
  49930  418381 20240501 110040    2.04    2.04   12.25   8.37 11.7     130   32.06    3818   27.20   15365    1.62    0.58
  49885  418347 20240501 110144    3.05    3.06   11.92   8.37 11.7     130   31.83    3821   27.22   15379    1.82    0.55
  49866  418330 20240501 110215    3.99    4.00   11.78   8.37 11.7     129   31.74    3822   27.23   15383    2.35    0.63
  49845  418314 20240501 110307    4.95    4.95   11.78   8.40 12.2     134   31.77    3826   27.26   15402    3.40    0.71
  49841  418311 20240501 110325    5.98    5.97   11.60   8.39 12.2     134   31.70    3834   27.32   15438    2.95    0.68
  49831  418292 20240501 110454    7.02    7.04   10.95   8.28 10.2     111   31.21    3835   27.34   15449    2.55    0.69
  49829  418285 20240501 110523    7.99    7.98   10.98   8.27 10.1     110   31.34    3849   27.44   15510    3.12    0.63
  49829  418282 20240501 110600    9.04    9.04   11.53   8.29 10.2     112   32.73    3965   28.36   16039    3.27    1.01
  49830  418281 20240501 110615    9.96   10.00   11.59   8.30 10.1     112   32.96    3987   28.54   16139    2.81    1.10
  49829  418280 20240501 110638   11.01   10.99   11.74   8.32 10.0     112   33.23    4005   28.68   16220    5.97    1.08
  49845  418272 20240501 110821   11.97   11.99   11.12   8.23 8.69      95   32.77    4010   28.72   16245    2.43    1.03
  49847  418258 20240501 110900   13.03   13.05   11.32   8.23 8.54      94   33.36    4063   29.14   16486    2.78    1.13
  49854  418255 20240501 110946   14.06   14.06   11.18   8.21 8.14      90   33.30    4069   29.19   16516    2.90    1.11
  49872  418253 20240501 111127   15.03   15.02   10.55   8.05 5.81      63   33.23    4124   29.63   16773    1.39    0.73
  49871  418245 20240501 111233   16.00   16.04   10.10   7.90 4.05      44   33.23    4169   29.99   16984    0.73    0.72
