X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.746145;3.888955;20250611;115107;-115;16.96;8.14;100.2;8.18;16835.95;-0.39;29.77;4145.14;0.74;1.3;38.8;33.87
51.74608833;3.88892;20250611;115148;-200;17.05;8.13;97.64;7.96;16817.07;-0.5;29.74;4141.16;0.59;1.27;38.85;0.35
51.74606833;3.889005;20250611;115217;-299;16.83;8.17;103;8.43;16866.85;-0.43;29.83;4151.68;0.84;1.93;38.75;0.45
51.746105;3.889215;20250611;115249;-393;16.73;8.18;102.07;8.37;16865.28;-0.36;29.82;4151.22;0.88;3.04;38.66;33.13
51.74615167;3.889366667;20250611;115314;-495;16.67;8.21;105.89;8.68;16928.99;-0.33;29.93;4164.94;0.88;3.12;38.74;10.4
51.74620167;3.889505;20250611;115352;-614;16.7;8.19;105.9;8.68;16917.5;-0.41;29.91;4162.48;0.78;2.48;38.74;7.02
51.74623333;3.889526667;20250611;115421;-704;16.53;8.21;105.71;8.69;16992.08;-0.32;30.04;4178.42;0.91;4.35;38.75;25.03
51.746245;3.889508333;20250611;115447;-811;16.4;8.2;105.13;8.65;17062.46;-0.24;30.16;4193.47;0.91;6.09;38.77;28.56
51.74624667;3.889488333;20250611;115512;-901;16.32;8.18;102.73;8.47;17095.92;-0.21;30.22;4200.61;0.89;7.35;38.77;27.67
51.74623667;3.889473333;20250611;115531;-1000;16.08;8.13;97.47;8.07;17169.61;-0.13;30.35;4216.24;1.02;4.07;38.7;0.28
51.746235;3.889461667;20250611;115551;-1096;15.8;8.1;89.68;7.46;17185.1;-0.35;30.37;4219.27;1.39;2.08;38.49;25.69
51.74622667;3.889455;20250611;115609;-1200;15.51;8.07;83.9;7.02;17222.72;-0.47;30.43;4227.06;1.25;1.71;38.31;24.75
51.746215;3.889461667;20250611;115626;-1305;15.29;8.05;79.2;6.65;17217.77;-0.4;30.42;4225.75;1.31;1.83;38.1;23.89
51.74621167;3.889481667;20250611;115646;-1393;15.23;8.04;76.54;6.44;17227.98;-0.5;30.44;4227.88;1.27;1.78;38.07;23.19
51.74621167;3.889521667;20250611;115706;-1498;14.97;8.01;73.66;6.23;17250.41;-0.43;30.48;4232.44;1.46;1.54;37.88;4.95
51.74622167;3.889578333;20250611;115732;-1609;14.64;7.98;66.84;5.69;17236.89;-0.43;30.45;4229.15;1.44;1.21;37.57;21.82
51.74621833;3.889621667;20250611;115750;-1701;14.61;7.98;65.63;5.59;17245.64;-0.42;30.47;4231.01;1.55;1.09;37.56;20.62
51.746215;3.889646667;20250611;115810;-1802;14.55;7.97;63.32;5.4;17219.31;-0.42;30.42;4225.27;1.5;2.13;37.46;19.82
51.74621167;3.88966;20250611;115831;-1910;13.57;7.91;55.29;4.81;17258.94;-0.44;30.48;4232.75;1.15;0.68;36.67;18.8
51.74622;3.889668333;20250611;115851;-1998;12.64;7.84;45.23;4.01;17231.76;-0.48;30.43;4225.9;1.21;0.44;35.82;17.78
51.74622833;3.889653333;20250611;115916;-2078;12.14;7.8;36.56;3.28;17110.52;-0.36;30.22;4199.18;1.17;0.47;35.17;17.04
51.74624167;3.88965;20250611;115938;-2204;11.88;7.79;32.95;2.97;17098.62;-0.42;30.2;4196.34;1.28;0.29;34.93;0
51.74625;3.889648333;20250611;115957;-2306;11.89;7.79;31.1;2.81;17087.57;-0.31;30.18;4193.96;1.42;1.41;34.92;0
51.74625167;3.889641667;20250611;120018;-2394;11.66;7.78;29.45;2.67;17109.25;-0.4;30.22;4198.41;1.52;0.24;34.76;0
51.74624167;3.889646667;20250611;120046;-2517;11.35;7.76;26.58;2.43;17067.25;-0.3;30.14;4189.01;1.3;0.19;34.42;0
51.74623;3.88966;20250611;120105;-2605;11.04;7.74;23.78;2.19;17052.23;-0.28;30.11;4185.44;1.21;0.26;34.13;11.92
51.74622;3.889675;20250611;120121;-2699;10.97;7.74;22.08;2.03;17038.58;-0.31;30.09;4182.41;1.36;1.27;34.05;10.75
51.74620833;3.889676667;20250611;120141;-2798;10.98;7.74;21.11;1.94;17034.17;-0.3;30.08;4181.47;1.4;0.28;34.06;8.41
51.74620167;3.889683333;20250611;120159;-2901;10.96;7.74;20.56;1.89;17033.23;-0.23;30.08;4181.25;1.41;0.21;34.03;8.71
51.74618833;3.889678333;20250611;120221;-3003;10.86;7.74;19.5;1.8;17033.92;-0.29;30.08;4181.29;1.66;0.22;33.95;7.47
51.74617667;3.88966;20250611;120245;-3096;10.72;7.73;18.43;1.71;17041.94;-0.27;30.09;4182.89;1.45;0.15;33.85;6.48
51.746175;3.889633333;20250611;120308;-3205;10.11;7.72;16.5;1.55;17116.49;-0.28;30.22;4198.4;1.95;0.08;33.47;5.53
51.74617667;3.889593333;20250611;120335;-3296;9.15;7.68;5.74;0.55;16944.96;-0.25;29.92;4160.29;3.82;0.14;32.38;5.11
51.74618333;3.889546667;20250611;120357;-3405;9.03;7.7;3.17;0.3;16943.46;-0.27;29.92;4159.85;3.73;0.09;32.27;3.43
51.74619667;3.889511667;20250611;120419;-3516;8.86;7.74;2.08;0.2;16933.9;-0.28;29.9;4157.6;4.58;0.06;32.12;1.99
51.74621333;3.889511667;20250611;120443;-3599;8.72;7.8;1.55;0.15;16921.59;-0.14;29.88;4154.8;4.48;0.11;31.98;0.88
