X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.776995;3.964936667;20250612;82449;-103;17.29;8.17;101.23;8.16;16837.5;-0.44;29.78;4145.86;0.75;1.18;39.09;15.31
51.77701667;3.964736667;20250612;82516;-202;17.29;8.17;101.24;8.16;16838.48;-0.45;29.78;4146.07;0.71;1.2;39.1;14.46
51.77702333;3.96468;20250612;82540;-296;17.28;8.17;101.13;8.15;16838.48;-0.51;29.78;4146.06;0.68;1.33;39.09;13.57
51.77703;3.964631667;20250612;82601;-407;17.28;8.17;100.84;8.13;16838.3;-0.48;29.78;4146.02;0.85;1.25;39.09;12.53
51.77703667;3.964596667;20250612;82618;-507;17.28;8.17;100.79;8.13;16837.75;-0.49;29.78;4145.9;0.71;1.36;39.08;11.46
51.77704167;3.964581667;20250612;82637;-595;17.28;8.17;100.85;8.13;16839.04;-0.43;29.78;4146.18;0.75;1.17;39.09;10.62
51.77704167;3.964598333;20250612;82700;-693;17.28;8.17;100.65;8.12;16838.61;-0.43;29.78;4146.09;0.63;1.98;39.09;9.64
51.77704667;3.964598333;20250612;82723;-806;17.26;8.16;100.29;8.09;16838.98;-0.54;29.78;4146.15;0.78;1.3;39.08;8.57
51.77706667;3.964585;20250612;82745;-899;17.25;8.16;99.82;8.05;16838.55;-0.45;29.78;4146.04;0.78;1.26;39.06;7.53
51.77710833;3.964538333;20250612;82807;-1004;17.27;8.16;99.74;8.04;16838.85;-0.47;29.78;4146.13;0.77;1.23;39.08;6.48
51.77715667;3.964476667;20250612;82831;-1102;17.28;8.17;100.32;8.09;16839.4;-0.46;29.78;4146.26;0.78;1.11;39.09;5.41
51.77718333;3.964458333;20250612;82853;-1195;17.26;8.16;100.24;8.09;16839.89;-0.43;29.78;4146.35;0.8;1.26;39.08;4.45
51.77720667;3.964421667;20250612;82914;-1301;17.22;8.16;99.84;8.06;16843.94;-0.66;29.79;4147.18;0.74;1.01;39.05;3.4
51.77723167;3.964381667;20250612;82936;-1395;17.14;8.14;97.93;7.92;16837.97;-0.55;29.78;4145.78;0.82;0.96;38.96;2.42
51.777285;3.964223333;20250612;83001;-1495;16.91;8.1;92.39;7.5;16836.39;-0.58;29.77;4145.18;1.25;0.61;38.76;1.39
51.77732667;3.964123333;20250612;83021;-1604;16.89;8.09;90.2;7.33;16835.69;-0.64;29.77;4145.01;1.27;0.54;38.75;0.45
