X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.69145667;4.047253333;20250611;83358;-112;17.01;8.13;95.76;7.82;16652.59;-0.53;29.46;4105.47;0.81;1.62;38.48;0
51.69143667;4.04705;20250611;83429;-195;16.99;8.13;95.61;7.81;16652.54;-0.51;29.46;4105.43;0.75;1.91;38.46;0.78
51.69143;4.046883333;20250611;83453;-304;16.98;8.13;95.51;7.81;16650.6;-0.43;29.45;4105;0.72;1.58;38.45;14.83
51.691435;4.046803333;20250611;83512;-401;16.98;8.13;95.35;7.79;16654.11;-0.47;29.46;4105.76;0.7;1.58;38.46;5.41
51.69143;4.046753333;20250611;83539;-500;17.03;8.12;94.62;7.73;16667.55;-0.45;29.48;4108.73;0.69;1.33;38.52;12.76
51.691425;4.046728333;20250611;83557;-595;17.07;8.12;94.35;7.7;16677.55;-0.45;29.5;4110.95;0.68;1.68;38.58;11.77
51.69141833;4.046635;20250611;83630;-703;17.11;8.12;94.35;7.69;16688.09;-0.54;29.52;4113.28;0.67;1.04;38.64;10.75
51.69142;4.046548333;20250611;83659;-808;17.17;8.12;94.95;7.73;16707.74;-0.41;29.55;4117.61;0.82;1.16;38.73;9.6
51.69142333;4.046476667;20250611;83721;-900;17.17;8.12;94.91;7.73;16712.39;-0.49;29.56;4118.62;0.69;0.91;38.74;8.64
51.69142833;4.046416667;20250611;83739;-1012;17.17;8.12;94.94;7.73;16712.71;-0.42;29.56;4118.69;0.7;1.06;38.74;7.5
51.69143;4.046321667;20250611;83808;-1097;17.18;8.12;94.71;7.71;16722.18;-0.51;29.58;4120.76;0.66;0.59;38.77;6.63
51.69143667;4.046241667;20250611;83830;-1201;17.2;8.12;93.99;7.64;16729.51;-0.58;29.59;4122.36;0.69;0.62;38.8;5.52
51.69144167;4.046178333;20250611;83848;-1297;17.2;8.11;92.99;7.56;16748.21;-0.58;29.62;4126.42;0.82;0.47;38.84;4.52
51.691445;4.046085;20250611;83911;-1390;17.14;8.1;90.68;7.38;16752.25;-0.49;29.63;4127.22;0.84;0.48;38.79;3.45
51.69144667;4.045991667;20250611;83933;-1507;17.12;8.1;89.86;7.32;16755.14;-0.6;29.64;4127.82;0.86;0.6;38.78;2.29
51.69145;4.045855;20250611;84002;-1604;17.1;8.09;89.33;7.28;16759.1;-0.53;29.64;4128.66;1.05;0.38;38.77;0.1
51.69145333;4.04575;20250611;84025;-1691;17.11;8.08;87.98;7.17;16772.2;-0.68;29.66;4131.5;1.19;0.46;38.8;0.31
