X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.74377167;3.837255;20250611;131946;-87;17.07;8.22;111.01;9.04;16878.5;-0.46;29.85;4154.47;0.97;1.01;38.98;0.37
51.74378167;3.837228333;20250611;132003;-206;16.75;8.22;110.44;9.04;16916.32;-0.36;29.91;4162.29;0.85;1.95;38.78;0.37
51.74378833;3.837195;20250611;132019;-302;16.76;8.22;110.28;9.03;16881.6;-0.53;29.85;4154.78;0.71;2.25;38.72;0.29
51.74379167;3.837168333;20250611;132036;-410;16.67;8.23;109.81;9;16907.19;-0.31;29.9;4160.22;0.82;2.55;38.7;0.33
51.74379833;3.837141667;20250611;132056;-498;16.58;8.23;109.75;9.01;16930.43;-0.31;29.94;4165.14;1.16;3.16;38.66;11.99
51.74380167;3.837123333;20250611;132114;-600;16.5;8.24;109.74;9.03;16949.37;-0.33;29.97;4169.14;0.88;2.58;38.63;0.31
51.743805;3.837093333;20250611;132136;-703;16.48;8.24;109.82;9.03;16965.85;-0.34;30;4172.69;0.94;3.75;38.65;10.07
51.74380833;3.837078333;20250611;132158;-802;16.41;8.2;103.77;8.55;16981.68;-0.44;30.02;4176.03;0.66;2.04;38.62;9.09
51.74380833;3.83709;20250611;132225;-902;16.25;8.2;100.29;8.28;16993.2;-0.35;30.04;4178.34;0.65;1.73;38.5;7.69
51.74382167;3.837123333;20250611;132243;-1004;16.27;8.18;99.53;8.22;16983.29;-0.53;30.02;4176.22;0.48;0.87;38.5;3.62
51.74382167;3.83716;20250611;132306;-1103;16.25;8.19;98.83;8.16;16986.74;-0.47;30.03;4176.94;0.61;2.1;38.49;5.55
51.74382167;3.837173333;20250611;132324;-1205;16.33;8.19;100.52;8.29;17023.44;-0.42;30.09;4184.96;1.02;3.11;38.63;4.58
51.74382167;3.837183333;20250611;132346;-1296;16.23;8.15;96.64;7.96;17249.45;-0.39;30.48;4233.63;1.98;2.59;38.99;3.74
51.74382167;3.837185;20250611;132406;-1415;14.69;8;77.95;6.62;17329.19;-0.38;30.61;4249.11;1.83;1.79;37.79;2.81
51.74381333;3.83717;20250611;132432;-1513;13.33;7.89;54.62;4.77;17218.94;-0.49;30.41;4223.86;1.54;0.92;36.39;1.97
51.74380667;3.837143333;20250611;132452;-1598;13.05;7.88;46.83;4.12;17178.09;-0.48;30.34;4214.75;1.56;1.22;36.08;0.84
