X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.743565;3.863515;20250611;123453;-96;17.18;8.17;104.41;8.48;16849.65;-0.44;29.8;4148.36;0.63;0.86;39.03;5.45
51.74351333;3.863058333;20250611;123523;-197;17.08;8.19;105.74;8.61;16853.94;-0.55;29.81;4149.18;0.78;1.54;38.95;3.95
51.74347333;3.862818333;20250611;123543;-303;16.84;8.18;104.58;8.55;16855.8;-0.38;29.81;4149.3;0.81;2.79;38.74;0
51.74343833;3.862648333;20250611;123620;-394;16.73;8.22;107.32;8.79;16914.15;-0.36;29.91;4161.79;0.89;3;38.76;12.36
51.743385;3.862645;20250611;123709;-506;16.7;8.24;109.94;9.01;16951.9;-0.27;29.97;4169.92;0.82;2.99;38.81;13.41
51.74333333;3.862675;20250611;123738;-598;16.6;8.25;110.85;9.09;16990.94;-0.35;30.04;4178.25;0.75;3.15;38.8;13.07
51.74330167;3.862675;20250611;123757;-707;16.45;8.24;109.59;9.02;17004.21;-0.25;30.06;4180.95;0.83;4.36;38.7;0
51.74327667;3.86269;20250611;123817;-801;16.4;8.2;106.02;8.73;17059.72;-0.06;30.16;4192.88;0.93;5.9;38.76;0
51.74325167;3.862721667;20250611;123844;-910;16.31;8.18;102.02;8.41;17100.61;-0.29;30.23;4201.61;1.04;3.71;38.77;9.29
51.74323;3.862755;20250611;123902;-993;16.28;8.18;100.67;8.3;17109.41;-0.34;30.24;4203.48;1;5.4;38.76;0
51.74319667;3.862816667;20250611;123948;-1106;16.25;8.16;97.66;8.05;17159.19;-0.25;30.33;4214.18;1.17;3.14;38.83;0
51.743185;3.862831667;20250611;124005;-1191;16.22;8.16;95.49;7.87;17229.39;-0.33;30.45;4229.29;2.08;2.07;38.94;0
51.74315167;3.862855;20250611;124037;-1290;15.41;8.07;82.1;6.87;17294.07;-0.45;30.56;4242.33;2.01;1.57;38.35;0
51.74314333;3.862853333;20250611;124102;-1391;15.3;8.06;78.33;6.57;17292.04;-0.4;30.55;4241.78;1.87;1.36;38.26;4.88
51.74314667;3.862846667;20250611;124133;-1495;14.85;8.01;71.36;6.04;17263.32;-0.37;30.5;4235.08;1.56;1.62;37.8;2.93
51.74317167;3.86285;20250611;124214;-1605;13.71;7.92;52.93;4.59;17206.94;-0.41;30.4;4221.69;1.42;0.62;36.7;0
51.74319167;3.862855;20250611;124231;-1706;13.31;7.89;50.17;4.39;17190.82;-0.5;30.37;4217.77;1.34;0.71;36.32;3.83
51.74321167;3.862855;20250611;124247;-1801;13.1;7.87;46.59;4.09;17160.67;-0.34;30.31;4211.04;1.21;0.76;36.09;1.79
51.74323;3.862843333;20250611;124306;-1901;12.93;7.85;43.21;3.81;17140.63;-0.46;30.28;4206.53;1.19;0.68;35.91;0.99
