X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.79312333;3.915836667;20250612;90314;-107;17.3;8.15;100.55;8.11;16834.69;-0.46;29.77;4145.26;0.91;0.95;39.1;9.27
51.79313;3.9154;20250612;90340;-201;17.18;8.14;99.1;8.01;16835.9;-0.44;29.78;4145.39;0.89;1.25;39;9.47
51.79314333;3.915033333;20250612;90402;-302;17.18;8.14;98.31;7.95;16835.53;-0.4;29.78;4145.31;0.87;1.09;39;9.9
51.793145;3.914853333;20250612;90420;-403;17.18;8.14;98.06;7.93;16836.21;-0.48;29.78;4145.45;0.99;1.07;39;9.82
51.79314833;3.914825;20250612;90438;-494;17.18;8.13;98.04;7.93;16836.76;-0.46;29.78;4145.57;0.91;1.27;39;9.24
51.79315;3.914813333;20250612;90459;-602;17.18;8.14;97.81;7.91;16837.49;-0.44;29.78;4145.73;0.86;1.21;39;8.41
51.79314833;3.91481;20250612;90517;-702;17.17;8.13;97.39;7.87;16836.76;-0.53;29.78;4145.56;0.9;1.16;38.99;7.29
51.79313;3.914806667;20250612;90551;-798;17.16;8.13;97.07;7.85;16837.31;-0.61;29.78;4145.67;0.85;1.01;38.99;5.97
51.79311833;3.914775;20250612;90613;-895;17.16;8.13;96.62;7.81;16838.78;-0.5;29.78;4145.98;0.82;1.26;38.98;5.39
51.79312833;3.914755;20250612;90630;-998;17.17;8.13;96.61;7.81;16837.19;-0.57;29.78;4145.65;0.93;1.11;38.99;5.07
51.79314167;3.914733333;20250612;90646;-1109;17.17;8.13;96.61;7.81;16837.19;-0.45;29.78;4145.65;0.85;1.03;38.99;4.54
51.79315667;3.914701667;20250612;90702;-1201;17.17;8.13;96.39;7.79;16836.33;-0.5;29.78;4145.47;0.95;1.11;38.99;3.85
51.79317;3.914655;20250612;90725;-1309;17.1;8.12;94.57;7.66;16837.22;-0.54;29.78;4145.58;1.08;0.74;38.93;2.79
51.79316333;3.914615;20250612;90747;-1412;17.13;8.12;94.49;7.65;16836.56;-0.6;29.78;4145.47;1.06;0.86;38.95;1.72
51.79315333;3.914556667;20250612;90807;-1490;17.12;8.12;94.71;7.67;16838.15;-0.52;29.78;4145.81;0.99;0.76;38.95;1.19
