X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.77190167;3.942128333;20250611;103635;-98;17.12;8.18;105.13;8.56;16829.36;-0.48;29.76;4143.89;0.72;0.74;38.93;18.2
51.77196;3.941883333;20250611;103715;-201;16.95;8.17;104.15;8.5;16828.47;-0.4;29.76;4143.51;0.75;1.77;38.78;17.51
51.772015;3.941691667;20250611;103757;-303;16.92;8.16;101.95;8.33;16828.18;-0.43;29.76;4143.41;0.67;2.17;38.75;16.94
51.77205167;3.941563333;20250611;103831;-408;16.88;8.15;100.24;8.19;16829.19;-0.41;29.76;4143.59;0.83;2.08;38.73;16.14
51.77209;3.941446667;20250611;103851;-502;16.88;8.15;100.06;8.18;16829.43;-0.41;29.76;4143.64;0.73;1.76;38.72;14.46
51.77219833;3.941266667;20250611;103934;-597;16.85;8.14;99.18;8.11;16829.58;-0.53;29.76;4143.63;0.61;1.38;38.7;14.72
51.77219167;3.941231667;20250611;103955;-700;16.84;8.13;98.74;8.08;16829.63;-0.47;29.76;4143.64;0.58;1.2;38.69;13.48
51.77219333;3.941176667;20250611;104019;-807;16.85;8.13;98.77;8.08;16830.25;-0.47;29.76;4143.77;0.57;1.47;38.69;12.35
51.772175;3.941055;20250611;104058;-901;16.85;8.13;98.24;8.04;16830.67;-0.57;29.76;4143.86;0.65;1.03;38.69;11.24
51.77215667;3.940965;20250611;104131;-994;16.83;8.13;97.68;7.99;16832.76;-0.57;29.77;4144.3;0.62;0.84;38.69;10.08
51.77213833;3.94088;20250611;104153;-1096;16.81;8.13;96.87;7.93;16840.04;-0.46;29.78;4145.85;0.7;1.04;38.69;9.02
51.77212833;3.940793333;20250611;104211;-1208;16.8;8.13;96.3;7.88;16844.47;-0.49;29.79;4146.79;0.71;0.81;38.68;4.2
51.77214667;3.940648333;20250611;104228;-1297;16.8;8.13;96.11;7.87;16843.92;-0.56;29.79;4146.67;0.71;1.19;38.68;7.04
51.77214167;3.940538333;20250611;104250;-1400;16.78;8.13;95.94;7.86;16846.56;-0.52;29.79;4147.23;0.67;0.75;38.67;6.02
51.77213167;3.940443333;20250611;104312;-1493;16.78;8.13;95.92;7.86;16849.09;-0.56;29.8;4147.77;0.69;1.1;38.67;5.09
51.77213833;3.940381667;20250611;104334;-1610;16.78;8.12;95.54;7.83;16849.52;-0.55;29.8;4147.86;0.84;0.74;38.67;3.93
51.772125;3.940208333;20250611;104357;-1708;16.78;8.12;95.35;7.81;16851.01;-0.44;29.8;4148.18;0.69;0.98;38.67;3.01
51.772145;3.940083333;20250611;104431;-1813;16.77;8.12;94.62;7.75;16853.79;-0.54;29.8;4148.78;0.73;1.02;38.68;2.12
51.772175;3.940158333;20250611;104514;-1902;16.77;8.12;94.12;7.71;16859.92;-0.52;29.81;4150.1;0.83;1.24;38.69;1.23
51.77215667;3.940345;20250611;104541;-2012;16.76;8.13;94.04;7.7;16875.16;-0.48;29.84;4153.39;1.14;1.04;38.71;0.01
