X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.74448833;3.87722;20250611;121917;-95;17.11;8.13;98.95;8.05;16843.86;-0.49;29.79;4147.03;0.92;1;38.95;16.27
51.74447;3.877188333;20250611;121941;-199;16.86;8.17;99.31;8.12;16918.95;-0.33;29.92;4162.98;0.87;1.68;38.88;12.49
51.74445833;3.877158333;20250611;121958;-300;16.74;8.19;102.59;8.4;16941.14;-0.3;29.95;4167.64;0.8;3.34;38.83;25.61
51.74445;3.877126667;20250611;122017;-400;16.63;8.24;107.56;8.82;16982.3;-0.26;30.03;4176.42;0.86;3.98;38.82;13.75
51.74445;3.877106667;20250611;122035;-508;16.57;8.24;109.15;8.96;16992.28;-0.3;30.04;4178.5;0.81;2.94;38.78;23.53
51.74445667;3.877113333;20250611;122059;-596;16.49;8.24;109.29;8.99;17012.6;-0.25;30.08;4182.8;1.05;5.35;38.75;22.57
51.74446667;3.877136667;20250611;122120;-708;16.38;8.21;105.9;8.72;17056.5;-0.3;30.15;4192.16;0.82;3.19;38.74;21.62
51.744475;3.877158333;20250611;122139;-800;16.32;8.19;103.18;8.51;17086.21;-0.35;30.2;4198.51;0.83;2.88;38.75;0
51.74448167;3.877171667;20250611;122153;-891;16.29;8.18;101.32;8.36;17106.94;-0.39;30.24;4202.95;0.9;5.11;38.76;15.47
51.74449;3.877191667;20250611;122232;-1008;16.05;8.13;93.07;7.71;17193.17;-0.21;30.39;4221.29;1.05;3.51;38.72;18.53
51.74449333;3.877195;20250611;122254;-1103;16.02;8.13;91.86;7.61;17205.23;-0.37;30.41;4223.86;1.09;3.12;38.72;1.21
51.74449333;3.87719;20250611;122312;-1195;16;8.13;91.14;7.55;17212.38;-0.27;30.42;4225.38;1.06;2.82;38.72;16.62
51.74449;3.877188333;20250611;122335;-1316;15.87;8.11;88.9;7.38;17227.89;-0.35;30.44;4228.58;1.17;2.39;38.63;15.49
51.74448833;3.877175;20250611;122358;-1395;15.84;8.11;87.22;7.25;17232.44;-0.32;30.45;4229.53;1.14;2.52;38.62;14.57
51.74448333;3.877168333;20250611;122419;-1491;15.61;8.09;84.66;7.06;17282.41;-0.41;30.54;4240.05;1.24;3.05;38.51;13.56
51.74447667;3.877145;20250611;122437;-1606;15.59;8.08;81.83;6.83;17261.44;-0.35;30.5;4235.5;1.38;1.87;38.45;12.48
51.74447167;3.877111667;20250611;122459;-1701;14.78;8.01;74.48;6.31;17354.48;-0.44;30.66;4254.65;1.41;1.18;37.91;11.17
51.74446833;3.877093333;20250611;122517;-1807;14.57;8;66.88;5.7;17278;-0.39;30.52;4237.95;1.56;1.58;37.59;10.45
51.74446667;3.877083333;20250611;122538;-1908;13.97;7.95;60.12;5.19;17256.22;-0.39;30.48;4232.59;1.42;1.86;37.01;9.5
51.74446167;3.877075;20250611;122557;-2013;13.12;7.88;52.12;4.58;17240.57;-0.45;30.45;4228.31;1.16;1.44;36.25;8.43
51.74445667;3.87706;20250611;122612;-2106;13.05;7.87;46.66;4.11;17163.17;-0.46;30.32;4211.53;1.25;0.56;36.05;7.45
51.744455;3.877041667;20250611;122635;-2210;12.83;7.86;43.53;3.85;17141.83;-0.26;30.28;4206.68;1.22;0.8;35.82;6.29
51.74446;3.87704;20250611;122655;-2305;12.37;7.82;38.68;3.45;17127.88;-0.42;30.25;4203.19;1.21;0.73;35.4;2.46
51.74447;3.87704;20250611;122712;-2397;12.19;7.81;35.43;3.18;17098.44;-0.37;30.2;4196.63;1.28;0.27;35.19;2.28
51.74448167;3.877046667;20250611;122732;-2496;11.89;7.8;32.45;2.93;17121.29;-0.34;30.24;4201.25;1.17;0.24;34.98;3.21
51.74448333;3.877066667;20250611;122754;-2601;11.56;7.77;28.69;2.61;17083.69;-0.27;30.17;4192.78;1.19;0.26;34.63;0.77
51.74448;3.87711;20250611;122815;-2707;11.37;7.76;26.35;2.4;17060.82;-0.27;30.13;4187.64;1.14;0.39;34.43;0.41
51.74447667;3.87717;20250611;122840;-2801;11.23;7.76;24.28;2.22;17080.65;-0.3;30.16;4191.78;1.32;0.17;34.34;0.7
