X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.77452833;3.886628333;20250612;92247;-93;17.54;8.17;106.51;8.56;16672.02;-0.39;29.49;4110.31;0.72;2.08;38.98;14.07
51.77447;3.886378333;20250612;92326;-209;17.54;8.17;106.5;8.56;16699.19;-0.31;29.54;4116.2;0.85;2.85;39.04;14.48
51.77444833;3.886233333;20250612;92346;-302;17.54;8.17;106.46;8.56;16718.21;-0.36;29.57;4120.32;0.74;2.53;39.07;14.83
51.77444167;3.886155;20250612;92407;-404;17.54;8.17;106.3;8.54;16732.87;-0.45;29.6;4123.5;0.74;2.38;39.1;14.4
51.77447667;3.886235;20250612;92428;-494;17.54;8.17;106.09;8.53;16746.86;-0.45;29.62;4126.52;0.74;2.52;39.13;13.42
51.774505;3.88631;20250612;92449;-606;17.52;8.16;105.36;8.47;16770.65;-0.41;29.66;4131.66;0.82;3.15;39.16;11.8
51.77452833;3.886356667;20250612;92518;-699;17.54;8.17;105.66;8.49;16774.8;-0.52;29.67;4132.58;0.76;2.85;39.19;10.68
51.77455667;3.886361667;20250612;92543;-805;17.37;8.15;103.93;8.37;16800.75;-0.49;29.72;4138;0.75;1.88;39.09;9.69
51.77458667;3.886295;20250612;92615;-900;17.16;8.12;99.71;8.07;16800.28;-0.58;29.71;4137.65;0.7;1.62;38.91;8.78
51.77462;3.88613;20250612;92636;-1007;17.07;8.1;95.98;7.78;16795.99;-0.55;29.71;4136.61;0.68;1.39;38.82;8.07
51.774625;3.886038333;20250612;92658;-1112;16.97;8.1;94.43;7.67;16799.22;-0.53;29.71;4137.2;0.73;1.33;38.74;7.85
51.77463167;3.886016667;20250612;92716;-1193;16.92;8.09;93.3;7.58;16804.49;-0.46;29.72;4138.29;0.71;1.63;38.71;7.23
51.77464333;3.88601;20250612;92737;-1301;16.89;8.09;92.6;7.53;16808.39;-0.48;29.73;4139.09;0.78;1.04;38.69;5.89
51.77471333;3.886176667;20250612;92818;-1401;16.87;8.09;91.4;7.44;16811.68;-0.52;29.73;4139.77;0.83;0.91;38.67;4.31
51.77473333;3.886211667;20250612;92839;-1491;16.86;8.09;91.51;7.45;16815.01;-0.63;29.74;4140.49;0.7;1.37;38.68;3.24
51.77474833;3.8862;20250612;92906;-1609;16.84;8.09;90.57;7.37;16819.42;-0.62;29.74;4141.42;0.77;0.83;38.67;1.94
51.77474833;3.88615;20250612;92927;-1704;16.82;8.08;89.87;7.32;16819.01;-0.56;29.74;4141.31;0.87;1.18;38.65;0.99
