X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.76464167;3.957451667;20250611;102310;-99;17.11;8.17;104.67;8.52;16826.77;-0.43;29.76;4143.32;0.6;1.45;38.91;12.04
51.76469333;3.957291667;20250611;102350;-206;17;8.17;104.33;8.51;16826.37;-0.44;29.76;4143.11;0.73;2.27;38.82;10.86
51.76471833;3.957198333;20250611;102418;-307;16.93;8.16;102.15;8.34;16827.95;-0.49;29.76;4143.37;0.72;1.67;38.76;9.78
51.76473833;3.957131667;20250611;102441;-403;16.91;8.15;100.77;8.23;16827.99;-0.43;29.76;4143.36;0.8;1.52;38.75;0.33
51.76475667;3.957093333;20250611;102509;-498;16.91;8.15;100.04;8.17;16827.8;-0.59;29.76;4143.32;0.75;1.54;38.74;7.91
51.76476833;3.957088333;20250611;102534;-599;16.9;8.15;99.93;8.17;16829.4;-0.48;29.76;4143.66;0.63;1.43;38.74;7.07
51.764785;3.957078333;20250611;102605;-711;16.9;8.15;99.7;8.15;16829.96;-0.56;29.76;4143.78;0.67;0.91;38.74;5.97
51.76479333;3.957076667;20250611;102624;-798;16.91;8.15;99.74;8.15;16830.71;-0.51;29.76;4143.94;0.65;1.08;38.75;5.16
51.7648;3.957095;20250611;102650;-913;16.9;8.15;98.45;8.04;16831.81;-0.62;29.77;4144.18;0.63;0.9;38.75;4.09
51.76480833;3.957101667;20250611;102713;-1007;16.88;8.13;95.33;7.79;16831.59;-0.35;29.77;4144.1;0.82;2.06;38.72;3.15
51.76481667;3.957093333;20250611;102730;-1096;16.86;8.12;93.76;7.67;16833.73;-0.51;29.77;4144.55;0.66;0.6;38.72;2.26
51.76482167;3.95709;20250611;102750;-1198;16.84;8.13;93.52;7.65;16836.36;-0.6;29.77;4145.09;0.69;0.73;38.7;1.21
51.764825;3.957081667;20250611;102830;-1313;16.74;8.11;89.09;7.3;16843.58;-0.61;29.79;4146.53;1.38;0.77;38.63;0
