X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.79535167;3.93718;20250612;84618;-96;17.49;8.16;103.09;8.28;16840.35;-0.4;29.79;4146.71;0.7;1.19;39.28;18.71
51.79540167;3.936916667;20250612;84645;-197;17.49;8.17;103.16;8.29;16840.77;-0.53;29.79;4146.81;0.77;1.36;39.28;14.46
51.795435;3.93667;20250612;84711;-301;17.5;8.17;103.17;8.29;16842.78;-0.52;29.79;4147.25;0.68;1.55;39.29;17.8
51.79546167;3.936493333;20250612;84727;-410;17.49;8.16;102.74;8.26;16841.57;-0.5;29.79;4146.98;0.77;1.44;39.28;17.12
51.79548667;3.936356667;20250612;84743;-497;17.5;8.16;102.81;8.26;16842.36;-0.51;29.79;4147.16;0.73;1.35;39.29;16.64
51.795495;3.936205;20250612;84800;-602;17.48;8.16;102.56;8.24;16842.8;-0.55;29.79;4147.23;0.82;1.42;39.27;15.78
51.795515;3.936048333;20250612;84818;-711;17.47;8.16;102.16;8.21;16841.03;-0.51;29.79;4146.84;0.7;1.28;39.27;14.84
51.79551167;3.935925;20250612;84837;-792;17.48;8.16;101.94;8.19;16840.3;-0.39;29.79;4146.69;0.91;1.45;39.27;13.99
51.79551333;3.93584;20250612;84908;-896;17.45;8.16;101.51;8.16;16840.87;-0.48;29.79;4146.78;0.73;1.14;39.24;13.12
51.79551833;3.935818333;20250612;84928;-1001;17.45;8.16;101.07;8.13;16839.77;-0.49;29.78;4146.54;0.74;1.53;39.24;12.18
51.79553167;3.935785;20250612;84950;-1107;17.25;8.13;98.3;7.94;16837.87;-0.6;29.78;4145.9;0.96;0.95;39.07;11.32
51.79555833;3.935726667;20250612;85019;-1201;17.13;8.11;95.82;7.75;16842.33;-0.63;29.79;4146.73;1.05;0.87;38.97;10.51
51.79556667;3.93569;20250612;85037;-1300;17.11;8.11;94.57;7.66;16835.38;-0.54;29.77;4145.19;0.92;0.88;38.93;9.66
51.79559167;3.935591667;20250612;85107;-1422;17.1;8.11;93.4;7.56;16832.85;-0.59;29.77;4144.63;0.98;1.03;38.92;8.62
51.79561167;3.935558333;20250612;85130;-1508;17.05;8.1;93.16;7.55;16833.56;-0.49;29.77;4144.73;0.83;0.83;38.88;7.8
51.79563833;3.935575;20250612;85155;-1605;16.98;8.09;90.94;7.38;16835.54;-0.63;29.77;4145.08;0.8;0.73;38.83;7.12
51.795675;3.935626667;20250612;85227;-1698;16.95;8.09;89.88;7.3;16833.1;-0.6;29.77;4144.52;0.87;0.85;38.79;6.42
51.79569833;3.935646667;20250612;85246;-1806;16.95;8.09;89.7;7.28;16832.73;-0.64;29.77;4144.43;0.82;0.85;38.79;5.72
51.79574333;3.935601667;20250612;85323;-1911;16.89;8.09;89.12;7.25;16833.78;-0.6;29.77;4144.59;0.94;0.6;38.74;5.73
51.79576833;3.935563333;20250612;85346;-2005;16.86;8.08;88.39;7.19;16832.56;-0.62;29.77;4144.29;0.75;0.72;38.71;5.54
51.79579333;3.935563333;20250612;85407;-2111;16.85;8.08;88.14;7.17;16833.84;-0.47;29.77;4144.55;0.66;0.77;38.7;4.84
51.79581333;3.93559;20250612;85434;-2201;16.82;8.08;87.57;7.13;16833.24;-0.52;29.77;4144.38;0.75;0.71;38.67;3.66
51.79581333;3.935616667;20250612;85456;-2302;16.8;8.08;87.21;7.1;16832.22;-0.54;29.77;4144.14;0.71;0.53;38.66;1.75
51.795795;3.935631667;20250612;85513;-2393;16.78;8.08;86.86;7.08;16831.08;-0.62;29.76;4143.88;0.82;0.42;38.64;0
