X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TURBID;CHLFRFU;GELBH;Echms
51.74243833;3.848946667;20250611;125543;-104;17.05;8.22;111.38;9.07;16869.57;-0.47;29.83;4152.52;0.74;1.53;38.95;43.76
51.74245;3.848963333;20250611;125604;-208;17;8.22;111.32;9.07;16890.9;-0.53;29.87;4157.08;0.74;1.82;38.95;12.34
51.74245667;3.849003333;20250611;125623;-296;16.97;8.22;111.14;9.06;16894.37;-0.4;29.88;4157.8;0.7;2.21;38.93;41.85
51.74245333;3.849025;20250611;125648;-407;16.86;8.23;110.85;9.05;16921.24;-0.36;29.92;4163.48;0.78;3.4;38.89;40.67
51.74244833;3.849035;20250611;125705;-498;16.74;8.23;110.51;9.04;16949.34;-0.41;29.97;4169.42;0.89;2.85;38.85;39.79
51.74243833;3.849023333;20250611;125725;-605;16.69;8.23;110.22;9.03;16960.42;-0.36;29.99;4171.76;0.78;3.3;38.82;3.7
51.742425;3.849011667;20250611;125757;-706;16.44;8.23;109.59;9.02;17022.41;-0.39;30.09;4184.87;1.03;3.51;38.73;37.65
51.74237667;3.848981667;20250611;125939;-798;16.44;8.22;106.62;8.77;17037.54;-0.27;30.12;4188.14;1.14;3.92;38.76;36.71
51.74236833;3.848973333;20250611;125957;-909;16.39;8.2;105.51;8.68;17075.76;-0.26;30.19;4196.33;1.08;3.4;38.79;35.63
51.74236667;3.848963333;20250611;130017;-993;16.35;8.19;102.48;8.44;17096.04;-0.25;30.22;4200.67;0.93;4.33;38.79;34.68
51.74236333;3.848986667;20250611;130034;-1096;16.13;8.14;99.02;8.18;17180.76;-0.27;30.37;4218.71;1.05;2.77;38.77;33.74
51.74236833;3.849078333;20250611;130053;-1213;15.82;8.11;90.18;7.49;17237.86;-0.44;30.46;4230.68;1.22;1.99;38.61;32.59
51.742375;3.849153333;20250611;130121;-1298;15.8;8.1;86.48;7.19;17259.53;-0.49;30.5;4235.32;1.29;2.12;38.63;31.76
51.742385;3.84922;20250611;130144;-1401;15.16;8.04;83.21;7;17351;-0.48;30.65;4254.32;1.62;1.05;38.25;30.7
51.74239167;3.849246667;20250611;130200;-1495;14.72;8.02;75.15;6.38;17351.2;-0.41;30.65;4253.89;1.47;0.94;37.86;29.84
51.74238833;3.84926;20250611;130216;-1603;14.06;7.95;63.69;5.48;17281.43;-0.44;30.53;4238.13;1.45;0.86;37.14;11.65
51.74238667;3.849266667;20250611;130238;-1711;13.37;7.92;56.34;4.91;17419.47;-0.4;30.76;4267.15;1.59;0.99;36.8;27.65
51.742385;3.849273333;20250611;130301;-1804;12.39;7.83;44.63;3.98;17160.85;-0.43;30.31;4210.33;1.35;0.89;35.48;26.73
51.742385;3.849266667;20250611;130320;-1901;12.15;7.81;37.88;3.4;17117.9;-0.29;30.23;4200.8;1.17;0.58;35.19;19.35
51.74237667;3.849246667;20250611;130341;-2000;11.99;7.8;34.44;3.1;17106.7;-0.4;30.21;4198.2;1.23;0.34;35.03;24.61
51.74236833;3.849226667;20250611;130356;-2114;11.85;7.78;31.71;2.86;17111.63;-0.37;30.22;4199.13;1.32;0.3;34.93;23.47
51.74236333;3.84921;20250611;130418;-2198;11.79;7.78;29.16;2.64;17094.22;-0.34;30.19;4195.3;1.43;0.68;34.84;22.71
51.74236833;3.849191667;20250611;130445;-2311;11.29;7.74;25.19;2.3;17091.31;-0.42;30.18;4194.15;1.44;0.23;34.42;21.63
51.74237667;3.849188333;20250611;130503;-2400;10.93;7.72;21.49;1.98;17047.74;-0.43;30.11;4184.36;1.4;0.24;34.04;20.84
51.74238667;3.849186667;20250611;130520;-2499;10.88;7.72;19.08;1.76;17035.94;-0.3;30.09;4181.75;1.32;0.22;33.97;19.7
51.74239333;3.84918;20250611;130549;-2596;10.86;7.72;17.57;1.62;17031.19;-0.32;30.08;4180.7;1.35;0.14;33.94;18.84
51.74239667;3.84916;20250611;130609;-2708;10.85;7.72;17;1.57;17023.93;-0.22;30.06;4179.11;1.4;0.23;33.92;17.85
51.74239833;3.84915;20250611;130631;-2803;10.82;7.72;16.59;1.53;17024.29;-0.26;30.06;4179.17;1.56;0.11;33.9;16.71
51.74239833;3.849166667;20250611;130649;-2908;10.38;7.7;14.9;1.39;16983.08;-0.4;29.99;4169.79;2.03;0.19;33.46;15.6
51.7424;3.849195;20250611;130709;-3006;9.98;7.65;9.17;0.86;16993.88;-0.25;30.01;4171.73;2.03;0.02;33.15;14.81
51.74239667;3.849218333;20250611;130730;-3095;9.95;7.65;6.58;0.62;16982.72;-0.27;29.99;4169.28;2.16;0.07;33.1;8.98
51.74240333;3.849253333;20250611;130752;-3206;9.56;7.65;3.84;0.36;16983.61;-0.25;29.99;4169.08;2.24;0.11;32.78;12.69
51.74241667;3.849296667;20250611;130835;-3301;9.3;7.69;1.84;0.18;16974.75;-0.18;29.97;4166.9;3.24;0.1;32.55;11.6
51.74242;3.849316667;20250611;130857;-3403;9.09;7.71;1.39;0.13;16948.57;-0.15;29.93;4161.01;3.33;0.08;32.33;10.71
51.74243167;3.849331667;20250611;130918;-3497;9.01;7.73;1.16;0.11;16940.27;-0.16;29.91;4159.13;3.29;0.09;32.25;3.87
51.74244;3.849331667;20250611;130941;-3597;8.85;7.73;0.97;0.09;16931.21;-0.2;29.9;4157.01;2.96;0.12;32.1;8.92
51.74244167;3.84933;20250611;131000;-3701;8.61;7.74;0.82;0.08;16918.56;-0.16;29.87;4154.03;2.81;0.14;31.89;0
51.74244333;3.84931;20250611;131019;-3804;8.51;7.74;0.74;0.07;16919.79;-0.21;29.87;4154.2;2.71;0.09;31.81;6.89
51.74244167;3.849286667;20250611;131042;-3896;8.46;7.74;0.65;0.06;16904.82;-0.16;29.85;4150.9;2.65;0.13;31.74;5.63
51.74244333;3.849271667;20250611;131058;-4006;8.24;7.74;0.55;0.05;16900.67;-0.14;29.84;4149.79;2.19;0.09;31.56;4.61
51.742445;3.849235;20250611;131121;-4102;8.2;7.73;0.52;0.05;16897.67;-0.04;29.83;4149.09;2.01;0.12;31.52;0.36
51.74244833;3.849221667;20250611;131137;-4202;8.19;7.73;0.46;0.05;16895.22;-0.12;29.83;4148.55;1.99;0.17;31.5;0.17
51.74244833;3.849211667;20250611;131159;-4309;8.17;7.73;0.41;0.04;16896.12;-0.06;29.83;4148.73;2.13;0.15;31.49;0
