# VERTIKAAL 1 M.C.ECOS 8 VERTIKAAL
* 02-05-2024 07:29:52
#X: 70472 - Y: 410203
#06 PROJECTCODE: ATS ZTS
#00 DONARLOCATIE: ZTS-15
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
#21 MEETGEBIED: VOLKERAK/ZOOMMEER
#22 STARTPUNT: ZTS-15
#23 EINDPUNT: ATS-43
#51 OPDRACHTGEVER: ZLXXAXAMDBG
#52 BEHEERDER: ZLXXAXAMDBG
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <999>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHUCOUG
  70472  410203 20240502 72954    0.98    0.99   15.75   8.61    1.19     131    0.73     303    0.81    0.86   -0.63
  70459  410209 20240502 73002    2.01    2.45   15.63   8.60    1.19     131    0.73     303    0.80    0.86   -0.67
  70457  410211 20240502 73005    3.06    3.51   15.09   8.55    1.17     130    0.73     302    0.83    0.76   -0.57
  70453  410214 20240502 73007    4.04    4.47   13.21   8.46    1.16     135    0.75     316    0.81    0.75   -0.58
  70451  410215 20240502 73011    5.05    5.58   12.51   8.39    1.15     136    0.76     320    0.84    0.69   -0.60
  70449  410216 20240502 73013    6.05    6.45   12.28   8.36    1.14     136    0.76     320    0.88    0.67   -0.61
  70446  410218 20240502 73016    7.04    7.36   12.04   8.34    1.15     138    0.77     327    0.90    0.70   -0.54
  70443  410220 20240502 73020    8.06    8.43   11.82   8.31    1.17     141    0.80     339    0.88    0.71   -0.55
  70438  410223 20240502 73025    9.08    9.37   11.78   8.30    1.19     143    0.81     346    0.79    0.74   -0.61
  70437  410223 20240502 73029   10.05   10.45   11.76   8.28    1.20     145    0.82     351    0.78    0.72   -0.62
  70435  410225 20240502 73032   11.06   11.34   11.74   8.27    1.22     148    0.83     361    0.76    0.71   -0.63
  70432  410226 20240502 73036   12.09   12.21   11.47   8.21    1.46     177    1.01     464    0.73    0.95   -0.67
