# VERTIKAAL 12 M.C.ECOS 8 VERTIKAAL
* 24-06-2024 12:16:23
#X: 42792 - Y: 397334
#00 DONARLOCATIE: VTS-12
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1021>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  42792  397334 20240624 121631    1.10    1.11   20.14   8.19 9.68     123   36.66    3655   25.88   14581    1.10    0.74
  42794  397334 20240624 121649    1.97    1.99   20.07   8.19 9.66     123   36.63    3657   25.90   14593    1.18    0.85
  42795  397334 20240624 121721    2.98    2.99   19.97   8.18 9.52     121   36.58    3661   25.93   14608    1.72    0.52
  42798  397333 20240624 121813    4.06    4.08   19.43   8.17 9.27     117   36.68    3713   26.34   14846    2.21    0.84
  42801  397332 20240624 121844    5.03    5.03   19.22   8.18 9.12     115   36.94    3755   26.67   15040    2.63    0.71
  42812  397331 20240624 122032    6.05    6.06   18.06   8.05 7.33      91   37.44    3903   27.85   15720    1.28    0.50
  42815  397331 20240624 122121    6.96    6.97   18.01   8.05 7.33      91   37.44    3908   27.88   15742    0.83    0.58
  42817  397333 20240624 122155    8.05    8.05   17.88   8.05 7.18      89   37.54    3930   28.06   15843    0.95    0.59
  42818  397335 20240624 122222    9.07    9.07   17.86   8.04 7.11      88   37.54    3932   28.07   15851    0.35    0.66
  42817  397335 20240624 122244    9.97    9.98   17.84   8.04 7.06      87   37.55    3934   28.09   15861    0.65    0.64
  42818  397337 20240624 122305   11.03   11.04   17.84   8.04 7.05      87   37.56    3935   28.10   15867    0.58    0.65
