# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 24-06-2024 09:17:03
#X: 33152 - Y: 400183
#00 DONARLOCATIE: VTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1021>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33152  400183 20240624 91715    1.07    1.07   18.56   8.19 9.53     118   35.51    3662   25.94   14621    1.02    0.76
  33148  400201 20240624 91816    1.97    1.97   18.31   8.15 8.93     110   35.30    3660   25.93   14617    1.42    0.66
  33146  400213 20240624 91916    2.99    2.99   18.23   8.16 9.13     112   35.25    3662   25.95   14626    2.06    0.62
  33144  400219 20240624 91945    3.97    3.97   17.93   8.16 9.13     112   35.13    3673   26.03   14674    2.17    0.66
  33141  400231 20240624 92058    4.95    4.97   17.58   8.12 8.42     102   34.75    3662   25.94   14626    2.90    0.72
  33136  400244 20240624 92229    6.04    6.05   17.10   8.05 7.41      89   34.39    3662   25.95   14632    1.96    0.57
  33134  400249 20240624 92324    7.03    7.03   16.85   8.02 6.88      82   34.19    3661   25.95   14630    0.87    0.42
  33131  400254 20240624 92407    7.97    7.95   16.73   8.00 6.59      79   34.10    3661   25.94   14626    0.76    0.41
  33127  400258 20240624 92519    8.97    8.96   16.61   7.98 6.13      73   34.04    3664   25.97   14645    0.89    0.45
  33126  400258 20240624 92549   10.06   10.06   16.58   7.98 6.07      72   34.01    3665   25.97   14646    0.57    0.38
  33122  400260 20240624 92624   11.01   11.04   16.64   7.96 5.88      70   34.08    3667   25.99   14656    0.34    0.42
  33114  400261 20240624 92801   11.96   11.98   16.83   7.90 5.02      60   34.44    3690   26.17   14759    0.24    0.56
