# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 24-06-2024 11:37:34
#X: 40168 - Y: 396041
#00 DONARLOCATIE: VTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1021>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  40168  396041 20240624 113742    1.07    1.09   20.33   8.18 9.64     123   36.85    3660   25.92   14601    0.81    0.71
  40166  396039 20240624 113809    1.99    1.99   20.08   8.19 9.67     123   36.73    3667   25.97   14635    1.26    0.68
  40162  396028 20240624 113839    3.01    3.01   19.59   8.19 9.63     122   36.44    3676   26.04   14678    1.92    0.71
  40159  396022 20240624 113903    4.04    4.07   19.15   8.18 9.63     121   36.19    3685   26.12   14724    2.49    0.79
  40147  396011 20240624 114022    4.99    4.99   18.92   8.17 9.33     116   36.06    3691   26.17   14749    2.90    0.74
  40134  395993 20240624 114209    6.00    6.00   18.12   8.05 7.31      91   37.06    3859   27.50   15520    1.66    0.67
  40128  395981 20240624 114344    6.98    6.98   17.87   8.01 6.55      81   37.17    3892   27.76   15669    0.91    0.47
  40127  395980 20240624 114409    7.95    7.95   17.84   8.01 6.55      81   37.29    3907   27.88   15737    0.92    0.52
  40127  395979 20240624 114436    8.99    8.99   17.79   8.01 6.49      80   37.35    3918   27.96   15786    0.60    0.52
  40127  395977 20240624 114501   10.01   10.02   17.76   8.01 6.43      79   37.32    3917   27.96   15784    0.52    0.44
  40127  395977 20240624 114555   11.07   11.06   17.58   7.99 6.11      75   37.17    3916   27.95   15782    0.54    0.50
  40128  395977 20240624 114616   11.97   11.99   17.56   7.99 6.07      75   37.14    3915   27.94   15778    0.42    0.50
  40129  395976 20240624 114644   13.08   13.09   17.53   7.98 5.99      74   37.12    3915   27.94   15778    0.33    0.52
  40129  395976 20240624 114658   14.13   14.11   17.56   7.98 5.98      73   37.16    3917   27.95   15784    0.31    0.59
  40130  395975 20240624 114716   15.02   15.01   17.56   7.98 5.99      74   37.16    3917   27.96   15787    0.30    0.62
  40132  395977 20240624 114735   16.02   16.04   17.53   7.98 5.94      73   37.13    3917   27.96   15785    0.37    0.52
  40135  395978 20240624 114811   17.03   17.07   17.48   7.97 5.83      72   37.09    3917   27.95   15784    0.37    0.62
  40137  395979 20240624 114830   18.04   18.04   17.47   7.97 5.79      71   37.08    3916   27.95   15783    0.35    0.45
  40139  395980 20240624 114855   19.06   19.08   17.45   7.97 5.72      70   37.06    3916   27.95   15780    0.69    0.55
  40141  395981 20240624 114914   20.00   20.01   17.44   7.96 5.68      70   37.06    3916   27.95   15782    0.32    0.68
  40143  395980 20240624 114933   21.02   21.03   17.44   7.96 5.64      69   37.05    3916   27.95   15782    0.25    0.91
  40144  395980 20240624 114951   21.98   21.98   17.43   7.96 5.63      69   37.05    3916   27.95   15783    0.41    0.57
