# VERTIKAAL 14 M.C.ECOS 8 VERTIKAAL
* 24-06-2024 12:44:38
#X: 45287 - Y: 396406
#00 DONARLOCATIE: VTS-14
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1021>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  45287  396406 20240624 124438    1.01    1.01   20.61   8.19 9.47     122   37.21    3673   26.02   14661    0.77    0.73
  45338  396427 20240624 124541    2.05    2.06   20.23   8.21 9.81     125   36.95    3677   26.06   14682    1.26    0.70
  45339  396427 20240624 124603    2.99    3.00   19.91   8.21 9.78     124   36.83    3690   26.15   14739    1.55    0.71
  45342  396429 20240624 124657    3.99    3.99   18.55   8.14 8.84     110   37.59    3878   27.64   15601    2.37    0.89
  45348  396429 20240624 124821    4.97    4.96   18.05   8.08 7.90      98   37.76    3938   28.13   15881    1.51    0.78
  45351  396430 20240624 124846    6.12    6.11   17.94   8.08 7.80      97   37.78    3949   28.21   15932    1.17    0.91
  45352  396430 20240624 124906    7.03    7.05   17.82   8.08 7.83      97   37.78    3959   28.29   15977    0.90    0.74
  45357  396434 20240624 124948    8.03    8.05   17.75   8.07 7.60      94   37.76    3964   28.33   15999    1.00    0.72
  45359  396435 20240624 125007    8.98    9.01   17.74   8.07 7.61      94   37.78    3967   28.35   16012    0.78    0.87
  45363  396437 20240624 125045    9.96    9.95   17.72   8.07 7.58      94   37.78    3969   28.37   16020    0.92    0.76
  45364  396437 20240624 125059   11.04   11.05   17.72   8.07 7.56      93   37.79    3970   28.37   16025    0.66    0.87
