# VERTIKAAL 5 M.C.ECOS 8 VERTIKAAL
* 24-06-2024 10:10:44
#X: 35383 - Y: 397500
#00 DONARLOCATIE: VTS-05
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1021>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  35383  397500 20240624 101052    1.05    1.06   19.26   8.20 9.65     121   36.09    3667   25.97   14639    1.23    0.74
  35404  397479 20240624 101114    2.01    2.02   19.12   8.21 9.58     120   35.98    3666   25.97   14639    1.51    0.75
  35404  397477 20240624 101144    2.97    2.97   19.04   8.17 9.27     116   35.93    3667   25.98   14641    1.82    0.65
  35404  397475 20240624 101205    4.04    4.02   18.98   8.18 9.24     115   35.88    3667   25.98   14643    1.62    0.67
  35417  397462 20240624 101405    4.99    5.00   18.10   8.07 7.40      91   35.51    3698   26.23   14789    3.14    0.70
  35431  397448 20240624 101607    5.99    5.99   17.08   7.94 5.17      62   35.45    3777   26.85   15149    1.23    0.66
  35434  397446 20240624 101629    6.95    6.95   17.14   7.95 5.20      63   35.66    3794   26.99   15227    1.30    0.51
  35440  397438 20240624 101735    8.09    8.10   17.04   7.93 5.00      60   35.71    3807   27.09   15288    0.61    0.58
  35443  397434 20240624 101808    8.97    8.97   17.13   7.94 5.12      62   35.86    3816   27.16   15326    0.81    0.46
  35445  397432 20240624 101822   10.01   10.02   17.12   7.94 5.12      62   35.90    3821   27.20   15349    1.30    0.60
  35449  397428 20240624 101910   10.97   10.97   17.06   7.92 4.90      59   35.91    3828   27.25   15381    0.52    0.62
