# VERTIKAAL 3 M.C.ECOS 8 VERTIKAAL
* 24-06-2024 09:30:43
#X: 33190 - Y: 400501
#00 DONARLOCATIE: VTS-01
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1021>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33190  400501 20240624 93109    1.00    1.01   18.51   8.19 9.42     117   35.46    3661   25.93   14617    0.92    0.70
  33190  400523 20240624 93222    1.96    1.97   18.31   8.17 9.08     112   35.30    3661   25.94   14619    1.35    0.61
  33188  400535 20240624 93345    3.02    3.02   18.09   8.14 8.64     106   35.12    3659   25.92   14612    1.56    0.62
  33188  400538 20240624 93408    4.01    4.01   17.96   8.14 8.54     105   35.02    3659   25.93   14615    1.49    0.72
  33188  400551 20240624 93537    4.99    5.00   17.46   8.11 8.44     102   34.67    3662   25.95   14631    2.95    0.80
  33193  400559 20240624 93644    6.01    6.04   17.18   8.07 7.73      93   34.46    3663   25.96   14636    2.05    0.64
  33197  400563 20240624 93739    7.05    7.05   16.92   8.03 7.01      84   34.24    3661   25.94   14628    1.35    0.45
  33203  400564 20240624 93835    7.99    8.01   16.74   8.02 6.64      79   34.11    3661   25.94   14628    1.50    0.39
  33205  400564 20240624 93859    9.07    9.06   16.73   8.01 6.59      79   34.09    3660   25.93   14623    0.76    0.39
  33207  400561 20240624 94026   10.02   10.06   16.58   7.94 5.59      67   34.11    3674   26.04   14688    0.41    0.23
  33207  400560 20240624 94059   10.94   10.95   16.60   7.93 5.39      64   34.18    3680   26.09   14714    0.35    0.51
  33207  400558 20240624 94137   11.94   11.94   16.69   7.93 5.29      63   34.26    3682   26.11   14724    0.34    0.45
  33205  400555 20240624 94218   12.98   13.00   16.77   7.91 5.05      60   34.40    3690   26.17   14758    0.27    0.57
  33204  400553 20240624 94255   13.93   13.92   16.88   7.91 4.95      59   34.55    3697   26.23   14792    0.33    0.46
  33203  400551 20240624 94316   15.11   15.13   16.94   7.91 4.93      59   34.65    3703   26.27   14817    0.39    0.58
