# VERTIKAAL 10 M.C.ECOS 6 VERTIKAAL
* 09-01-2025 13:08:15
#X: 74145 - Y: 384650
#00 DONARLOCATIE: ZTS-38
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par10.dat
## TLU        oC <-->
## LUCHTDK    hPa <1003>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <-->

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID PHYCOUG
  74145  384650 20250109 130827    1.04      --    4.98   8.30    0.94     135    0.76     316    1.15    2.38    0.30
  74145  384650 20250109 130851    2.04      --    4.98   8.30    0.94     135    0.76     316    1.11    2.38    0.35
  74145  384650 20250109 130900    2.92      --    4.98   8.30    0.94     135    0.76     317    1.12    2.30    0.29
  74145  384650 20250109 130906    3.93      --    4.98   8.30    0.94     135    0.76     317    1.13    2.23    0.33
  74145  384650 20250109 130912    4.89      --    4.98   8.30    0.94     135    0.76     317    1.15    2.21    0.34
  74145  384650 20250109 130919    6.01      --    4.98   8.30    0.94     135    0.76     316    1.16    2.25    0.28
