# VERTIKAAL 3 M.C.ECOS 6 VERTIKAAL
* 10-01-2025 10:26:15
#X: 73130 - Y: 407830
#00 DONARLOCATIE: ZTS-11
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par3.dat
## TLU        oC <-->
## LUCHTDK    hPa <1017>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <-->

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID PHYCOUG
  73130  407830 20250110 102615    0.95      --    4.87   8.26    0.79     113    0.63     246    1.39    2.53    0.40
  73130  407830 20250110 102646    2.06      --    4.88   8.26    0.78     113    0.63     245    1.36    2.53    0.39
  73130  407830 20250110 102656    2.95      --    4.89   8.26    0.79     113    0.64     247    1.36    2.58    0.40
  73130  407830 20250110 102703    3.95      --    4.90   8.26    0.79     114    0.64     249    1.40    2.51    0.48
  73130  407830 20250110 102709    4.96      --    4.96   8.27    0.82     118    0.67     264    1.32    2.14    0.40
  73130  407830 20250110 102715    6.01      --    4.97   8.28    0.86     123    0.70     282    1.30    1.93    0.33
  73130  407830 20250110 102720    7.03      --    4.95   8.28    0.87     124    0.70     285    1.31    1.89    0.41
  73130  407830 20250110 102725    8.05      --    4.87   8.29    0.88     127    0.72     291    1.21    1.59    0.28
  73130  407830 20250110 102729    8.99      --    4.81   8.29    0.91     131    0.74     304    1.14    1.50    0.22
