X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,54144667;3,861206667;20250623;94707;0,98;21,27;8,1;97,16;7,19;17228,23;-0,76;30,48;4235,04;1,43;1,31;43,49;0,98
51,54168;3,861508333;20250623;95054;2,06;21,31;8,11;97,99;7,25;17231,81;-0,83;30,49;4235,86;1,29;1,84;43,53;9,18
51,541695;3,861596667;20250623;95131;3,3;21,31;8,11;97,82;7,23;17236,23;-0,77;30,5;4236,82;1,31;1,11;43,55;7,74
51,54170833;3,861708333;20250623;95150;4,12;21,32;8,11;97,59;7,22;17244,17;-0,82;30,51;4238,54;1,38;0,99;43,58;7,09
51,541715;3,861746667;20250623;95206;5,09;21,31;8,11;97,54;7,21;17251,52;-0,83;30,52;4240,11;1,23;1,15;43,59;6,15
51,54172;3,861798333;20250623;95229;5,95;21,31;8,11;97,29;7,19;17255,92;-0,96;30,53;4241,05;1,34;0,86;43,59;5,27
51,54171667;3,86182;20250623;95248;7,12;21,31;8,11;97,35;7,2;17256,52;-0,77;30,53;4241,19;1,41;1,06;43,6;3,95
51,541715;3,861793333;20250623;95305;7,99;21,3;8,11;97,11;7,18;17259,28;-0,74;30,54;4241,77;1,4;1,23;43,59;3,34
51,54170167;3,861746667;20250623;95325;9,06;21,14;8,09;95,56;7,08;17309,11;-0,89;30,62;4252,29;1,3;0,94;43,56;2,24
51,54169833;3,861756667;20250623;95403;10,03;20,62;8,06;92,46;6,91;17422,71;-0,76;30,82;4276,08;1,78;0,75;43,32;1,28
51,54170167;3,861791667;20250623;95422;11,11;20,64;8,07;92,33;6,9;17410,72;-0,83;30,79;4273,53;1,7;0,46;43,32;0
