X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,580415;3,629888333;20250623;132354;1,06;21,35;8,07;90,67;6,76;16417,99;-0,72;29,08;4059,87;0,95;1,07;41,77;16,29
51,58063;3,629926667;20250623;132423;2,03;20,9;8,05;88,36;6,64;16416,23;-0,67;29,07;4058,91;0,97;1,63;41,36;10,18
51,58068167;3,62996;20250623;132443;3,03;21,44;8,07;90,42;6,73;16414,47;-0,6;29,08;4059,21;0,98;1,23;41,83;0,29
51,580775;3,630023333;20250623;132539;4,29;21,35;8,07;91,1;6,79;16419,96;-0,72;29,08;4060,29;0,99;1,31;41,77;5,78
51,58079167;3,630056667;20250623;132552;4,07;21,34;8,07;90,55;6,75;16418,74;-0,73;29,08;4060,02;0,92;1,45;41,76;13,1
51,58081833;3,630136667;20250623;132616;5,02;21,12;8,06;91,35;6,84;16455,48;-0,78;29,14;4067,72;0,94;1,87;41,65;11,58
51,580845;3,630205;20250623;132639;6,11;19,19;7,93;71,09;5,52;16369,38;-0,73;28,98;4046,59;1,27;1,36;39,77;10,5
51,58089833;3,630168333;20250623;132707;7,02;20,15;8;74,64;5,7;16338,28;-0,68;28,93;4041,02;1,08;1,4;40,54;10,92
51,580935;3,630103333;20250623;132733;7,97;18,2;7,91;61,32;4,85;16498,37;-0,76;29,2;4073,41;0,72;1,18;39,19;8,42
51,58096667;3,630056667;20250623;132754;8,99;17,9;7,89;58,27;4,64;16359,49;-0,72;28,96;4042,86;0,53;0,27;38,64;8,8
51,580985;3,630021667;20250623;132814;10,11;18;7,89;56,93;4,52;16386,96;-0,78;29;4048,95;0,64;0,18;38,78;7,69
51,58101;3,629973333;20250623;132838;11,04;18,05;7,89;55,69;4,42;16401,89;-0,7;29,03;4052,27;0,68;0,04;38,86;6,96
51,58103667;3,629918333;20250623;132902;12;18,06;7,89;55,01;4,36;16404,42;-0,71;29,03;4052,82;0,61;0,13;38,87;5,94
51,58105;3,629883333;20250623;132923;12,97;17,99;7,88;53,56;4,25;16406,04;-0,74;29,04;4053,09;0,61;0,07;38,81;5,09
51,58104667;3,62985;20250623;132948;13,98;17,93;7,87;51,2;4,07;16397,81;-0,75;29,02;4051,23;0,71;0,07;38,74;4,18
51,58102333;3,629848333;20250623;133009;14,96;17,89;7,87;50,14;3,99;16395,71;-0,68;29,02;4050,73;0,64;0,06;38,71;3,02
51,58097833;3,629881667;20250623;133036;15,91;18,06;7,87;50,98;4,04;16419,21;-0,69;29,06;4056,04;0,7;0,04;38,9;1,93
51,580785;3,629953333;20250623;133105;17,05;18,05;7,87;49,96;3,96;16418,61;-0,65;29,06;4055,9;0,76;0,09;38,89;0,29
