X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,52096667;3,69289;20250623;120233;0,96;21,41;8,03;83,73;6,23;16560,4;-0,7;29,33;4090,86;1,11;1,48;42,13;0
51,52097833;3,692668333;20250623;120257;2,04;21,37;8,02;81,14;6,04;16573,71;-0,76;29,35;4093,7;1,07;1,25;42,13;10,74
51,52105;3,692563333;20250623;120314;3,09;21,31;8;78,86;5,88;16586,94;-0,69;29,37;4096,49;1,09;1,14;42,11;8,65
51,52118;3,69248;20250623;120333;3,93;21,25;8;76,75;5,72;16605,81;-0,8;29,41;4100,51;1,09;0,84;42,09;8,71
51,52129167;3,69241;20250623;120355;5,08;20,13;7,88;58,71;4,46;16807,22;-0,81;29,75;4142,73;0,89;0,41;41,54;1,66
51,52137833;3,69238;20250623;120412;6,08;20;7,88;57,57;4,38;16873,17;-0,72;29,86;4156,85;0,8;0,35;41,57;9,79
51,52141833;3,692376667;20250623;120423;6,9;19,82;7,88;57,45;4,39;16907,21;-0,75;29,92;4163,98;0,94;0,27;41,48;9,32
51,52148167;3,692348333;20250623;120440;8,02;19,75;7,88;57,22;4,37;16948,5;-0,73;29,99;4172,82;1,04;0,23;41,51;8,75
51,52154833;3,692343333;20250623;120507;9,02;19,62;7,88;57,24;4,38;16937,74;-0,81;29,97;4170,33;1,18;0,25;41,37;8,71
51,52156667;3,692333333;20250623;120528;10,04;19,49;7,88;56,23;4,32;16949,06;-0,85;29,99;4172,62;0,98;0,25;41,27;5,2
51,52159833;3,69233;20250623;120549;11;19,12;7,87;53,74;4,16;16921,44;-0,73;29,94;4166,2;1,02;0,56;40,89;8,23
51,52162833;3,692333333;20250623;120606;11,95;18,68;7,86;51,08;3,98;16888,86;-0,76;29,88;4158,63;1,17;0,26;40,43;7,28
51,52166167;3,692353333;20250623;120626;13,05;18,27;7,83;47,43;3,73;16858,86;-0,77;29,82;4151,65;1,09;0,11;40;6,31
51,52169;3,692388333;20250623;120645;14,08;15,83;7,71;21,77;1,8;16782,34;-0,68;29,67;4132,22;0,68;0,59;37,71;5,2
51,52171333;3,69242;20250623;120703;15,03;15,31;7,72;8,65;0,72;16800,8;-0,74;29,7;4135,62;0,65;0,07;37,3;4,17
51,52174;3,692448333;20250623;120727;16,06;15,13;7,74;4,2;0,35;16786,69;-0,63;29,68;4132,36;0,65;0,12;37,12;2,92
51,52175667;3,69247;20250623;120748;17,01;15,02;7,76;2,9;0,24;16783,69;-0,55;29,67;4131,59;0,68;0,11;37,02;1,19
51,521765;3,692491667;20250623;120805;18,08;14,96;7,77;2,3;0,19;16781,94;-0,52;29,67;4131,14;0,93;0,17;36,97;0,56
