X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,55356167;3,770573333;20250623;104741;0,6;21,75;8,03;84,8;6,25;16754,03;-0,83;29,67;4133,25;1,04;0,89;42,87;7,5
51,553665;3,769895;20250623;104807;1,06;21,88;8,06;87,61;6,44;16772,14;-0,8;29,7;4137,33;1,01;1,26;43,03;15,75
51,55373667;3,769465;20250623;104832;2;21,86;8,06;87,88;6,46;16771,2;-0,79;29,7;4137,12;0,99;1,19;43,02;13,55
51,553745;3,76945;20250623;104855;3,07;21,88;8,06;88,05;6,48;16774,58;-0,81;29,7;4137,87;1,01;1,4;43,04;3,33
51,55375;3,769441667;20250623;104923;3,94;21,89;8,06;87,86;6,46;16774,4;-0,78;29,7;4137,84;1,08;1,25;43,04;11,55
51,55375;3,7694;20250623;104943;5,05;21,85;8,05;87,17;6,41;16779,69;-0,79;29,71;4138,93;0,98;1,99;43,02;10,39
51,55374667;3,769363333;20250623;105002;5,98;21,85;8,05;86,91;6,4;16771,38;-0,79;29,7;4137,14;0,94;1,13;43;9,5
51,55375;3,769345;20250623;105020;7,06;21,84;8,05;86,78;6,39;16776,4;-0,76;29,71;4138,21;0,94;0,84;43,01;8,36
51,55375;3,769371667;20250623;105042;8,01;21,78;8,05;85,06;6,26;16803,43;-0,82;29,75;4143,98;1,1;1,57;43,01;7,5
51,55374833;3,769433333;20250623;105101;9,02;21,71;8,05;83,46;6,15;16867,5;-0,9;29,86;4157,76;1,07;1,33;43,1;6,35
51,55374;3,769621667;20250623;105141;10,07;21,61;8,04;81,86;6,04;16930,05;-0,8;29,97;4171,14;1,23;1,29;43,14;6,14
51,553735;3,769675;20250623;105225;11,02;21,27;8,02;78,68;5,83;17102,63;-0,86;30,27;4207,97;2,59;1,65;43,22;4,86
51,55372;3,769618333;20250623;105247;11,98;21,25;8,01;75,99;5,63;17116,65;-0,96;30,29;4210,97;2,06;0,66;43,23;4,24
51,55362333;3,76943;20250623;105334;13,01;21,2;8,01;74,93;5,56;17130,69;-0,87;30,31;4213,94;2,04;0,75;43,22;2,93
51,55358667;3,769441667;20250623;105356;13,99;21,16;8,01;74,67;5,54;17140,3;-0,78;30,33;4215,96;2,04;0,75;43,2;1,72
51,55356;3,769495;20250623;105416;15;21,15;8,01;74,65;5,54;17145,26;-0,85;30,34;4217,01;1,95;0,71;43,2;0,45
