X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,548315;3,845465;20250623;100238;0,97;21,33;8,07;88,32;6,54;17111,25;-0,67;30,28;4209,9;1,43;1,54;43,29;13,43
51,54837;3,845128333;20250623;100322;2,03;21,34;8,07;89,34;6,61;17117,51;-0,7;30,29;4211,26;1,41;1,93;43,31;12,26
51,54836167;3,845045;20250623;100352;2,99;21,27;8,08;89,74;6,64;17202,95;-0,77;30,44;4229,6;1,45;1,05;43,44;10,98
51,54835167;3,845003333;20250623;100419;4,03;21,25;8,09;92,22;6,83;17252,66;-0,8;30,53;4240,27;1,51;1,06;43,53;9,88
51,54834833;3,844993333;20250623;100445;5,03;21,13;8,08;92,18;6,83;17340,86;-0,86;30,68;4259,11;1,74;0,7;43,61;8,77
51,54833667;3,844985;20250623;100504;6,06;21,04;8,08;92,2;6,84;17373,24;-0,93;30,73;4265,96;1,8;0,93;43,6;7,75
51,54833833;3,844986667;20250623;100528;6,99;20,9;8,1;94,83;7,05;17401,96;-0,81;30,78;4271,97;1,59;0,87;43,54;6,89
51,54833667;3,845015;20250623;100551;8,01;20,82;8,09;97,35;7,25;17404,72;-0,84;30,79;4272,47;1,85;0,98;43,47;5,93
51,54833333;3,84502;20250623;100609;9,06;20,78;8,09;97,03;7,23;17405,87;-0,84;30,79;4272,66;1,64;0,98;43,43;4,76
51,54832667;3,845003333;20250623;100629;9,99;20,75;8,09;95,82;7,15;17402,45;-0,69;30,78;4271,88;1,82;0,87;43,4;3,75
51,54831833;3,845021667;20250623;100649;10,99;20,72;8,1;96,31;7,19;17410,22;-0,83;30,79;4273,52;1,88;0,7;43,39;2,81
51,54831167;3,845065;20250623;100713;11,99;20,71;8,1;96,61;7,21;17412,69;-0,8;30,8;4274,04;1,64;0,74;43,39;1,89
51,54830667;3,845065;20250623;100731;12,91;20,71;8,11;97,27;7,26;17415,4;-0,83;30,8;4274,62;1,86;0,82;43,39;0,99
