X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,565665;3,640993333;20250623;125613;0,97;21,58;8,07;90,99;6,75;16476,47;-0,59;29,18;4072,87;1,26;1,63;42,1;21,56
51,56586833;3,640641667;20250623;125643;2,07;21,58;8,07;90,01;6,68;16479,67;-0,65;29,19;4073,55;1,31;1,76;42,1;0,38
51,56600167;3,640451667;20250623;125707;3,06;21,59;8,07;87,66;6,51;16474,2;-0,6;29,18;4072,39;1,33;2,5;42,1;19,8
51,56607333;3,640396667;20250623;125753;4,02;21,55;8,07;88,12;6,54;16480,17;-0,68;29,19;4073,63;1,44;1,74;42,08;0,35
51,56611167;3,640396667;20250623;125823;4,97;21,15;8,03;84,57;6,32;16497,94;-0,71;29,22;4076,98;1,27;1,19;41,77;4,46
51,56617667;3,640425;20250623;125913;6,3;21,07;8,02;79,34;5,94;16504,08;-0,63;29,23;4078,21;1,11;1,5;41,71;16,01
51,566225;3,640415;20250623;125958;6,04;21,08;8,02;78,91;5,91;16500,79;-0,6;29,22;4077,5;1,19;1,05;41,71;15,84
51,56626833;3,640345;20250623;130022;7,02;21,03;8,02;78,04;5,85;16501,12;-0,73;29,22;4077,52;1,1;1,02;41,67;15
51,56625833;3,64033;20250623;130039;8,02;20,32;7,97;74;5,61;16574,09;-0,69;29,34;4092,46;1,1;1,11;41,21;14,33
51,56623833;3,640343333;20250623;130057;8,85;19,72;7,92;64,14;4,92;16539,17;-0,74;29,28;4084,14;1,13;1,08;40,6;13,77
51,56620333;3,640373333;20250623;130119;9,02;19,86;7,93;62,11;4,76;16519,4;-0,69;29,25;4080,02;1,12;0,86;40,68;13,79
51,56616667;3,64042;20250623;130143;10,04;19,61;7,91;59,54;4,58;16524,2;-0,73;29,25;4080,74;1,13;0,69;40,47;13,08
51,56613333;3,640473333;20250623;130204;11,04;19,45;7,9;57,94;4,47;16531,65;-0,74;29,26;4082,16;1,09;0,63;40,34;12,34
51,56611167;3,640531667;20250623;130236;12,06;19,13;7,88;54,54;4,23;16524,48;-0,72;29,25;4080,21;0,92;0,52;40,05;10,88
51,56611333;3,640523333;20250623;130258;13,02;18,46;7,87;52,15;4,1;16439,25;-0,74;29,1;4060,89;0,63;0,41;39,29;10,09
51,566115;3,640498333;20250623;130318;13,91;18,3;7,87;51,8;4,09;16427,92;-0,86;29,08;4058,23;0,9;0,27;39,13;9,26
51,56611;3,640481667;20250623;130341;14,91;18,32;7,87;52,03;4,11;16427,19;-0,72;29,08;4058,09;0,81;0,17;39,14;8,3
51,56610167;3,6405;20250623;130411;16;18,22;7,87;51,92;4,1;16440,45;-0,74;29,1;4060,85;0,74;0,05;39,08;7,22
51,56610333;3,64054;20250623;130434;17,01;18,19;7,87;51,32;4,06;16442,09;-0,71;29,1;4061,17;0,74;0,08;39,06;5,83
51,56611;3,64059;20250623;130453;17,99;18,18;7,87;50,5;3,99;16443,35;-0,78;29,1;4061,43;0,75;0,05;39,06;4,46
51,56613833;3,640598333;20250623;130529;18,92;18,17;7,87;49,64;3,93;16443,66;-0,65;29,1;4061,49;0,81;0,07;39,05;3,11
51,56614167;3,640535;20250623;130548;20,04;18,16;7,86;48,76;3,86;16445,04;-0,66;29,11;4061,78;0,77;0,11;39,04;2,81
51,56614;3,640425;20250623;130609;21,1;18,15;7,86;48,36;3,83;16446,45;-0,76;29,11;4062,07;0,85;0,05;39,03;2,15
51,56613833;3,640356667;20250623;130627;21,92;18,14;7,86;47,68;3,77;16447,15;-0,74;29,11;4062,21;0,95;0,08;39,03;1,21
51,56613;3,640303333;20250623;130649;22,94;18,15;7,86;47,66;3,77;16446,93;-0,68;29,11;4062,17;1,05;0,18;39,04;0
