X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.54113189;3.731146018;20250707;94854;1.04;21.69;8.04;87.24;6.4;16929.4;-0.85;29.97;4171.1;1.66;1.99;43.21;-999
51.54113189;3.731146018;20250707;94935;2;21.7;8.04;87.16;6.39;16931.43;-0.98;29.97;4171.55;1.69;2.26;43.22;-999
51.54113189;3.731146018;20250707;94954;2.97;21.69;8.04;87.2;6.4;16928.33;-0.94;29.97;4170.87;1.61;2.31;43.21;-999
51.54113189;3.731146018;20250707;95011;4.04;21.69;8.04;86.82;6.37;16933.62;-0.83;29.98;4172.02;1.64;2.27;43.23;-999
51.54113189;3.731146018;20250707;95026;5.04;21.69;8.04;87.22;6.4;16929.97;-0.92;29.97;4171.23;1.67;2.43;43.22;-999
51.54113189;3.731146018;20250707;95053;6.02;21.7;8.03;86.44;6.34;16937.17;-0.92;29.98;4172.8;1.55;2.31;43.24;-999
51.54113189;3.731146018;20250707;95109;7.06;21.8;8.03;85.22;6.24;16966.76;-0.96;30.04;4179.32;1.67;2.02;43.4;-999
51.54113189;3.731146018;20250707;95125;8;21.92;8.04;84.37;6.16;17003.48;-0.99;30.1;4187.39;1.62;1.94;43.59;-999
51.54113189;3.731146018;20250707;95147;8.98;22.06;8.03;82.04;5.97;17080.5;-1.03;30.23;4204.19;1.49;1.52;43.89;-999
51.54113189;3.731146018;20250707;95202;10.02;22.07;8.03;81.02;5.89;17086.89;-0.97;30.25;4205.58;1.67;1.38;43.91;-999
51.54113189;3.731146018;20250707;95217;11.05;22.04;8.04;80.83;5.88;17086.45;-1.1;30.24;4205.45;1.66;1.56;43.89;-999
51.54113189;3.731146018;20250707;95235;11.98;22.08;8.02;79.46;5.78;17106.68;-1.05;30.28;4209.87;1.79;1.37;43.97;-999
51.54113189;3.731146018;20250707;95253;12.98;22.05;8.02;77.99;5.67;17123.89;-0.99;30.31;4213.53;1.93;1.14;43.97;-999
51.54113189;3.731146018;20250707;95317;14.07;22.03;8.02;77.12;5.61;17130.38;-0.99;30.32;4214.91;1.73;1.21;43.97;-999
51.54113189;3.731146018;20250707;95337;15.06;22;8.02;75.93;5.53;17146.11;-0.94;30.35;4218.26;1.81;0.89;43.98;-999
51.54113189;3.731146018;20250707;95402;16.02;22;7.99;73.32;5.34;17161.72;-1.1;30.37;4221.62;1.84;0.89;44.01;-999
51.54113189;3.731146018;20250707;95423;17.01;22.01;7.97;71.39;5.19;17178.8;-1.04;30.4;4225.32;1.69;0.84;44.07;-999
51.54113189;3.731146018;20250707;95440;18.09;22;7.92;67.19;4.89;17215.56;-1.11;30.47;4233.22;1.87;0.7;44.13;-999
51.54113189;3.731146018;20250707;95509;19.09;21.93;7.87;59.89;4.36;17245.89;-1.07;30.52;4239.67;1.66;0.56;44.14;-999
51.54113189;3.731146018;20250707;95543;21.06;21.73;7.77;46.01;3.36;17292.44;-1.17;30.6;4249.44;1.58;0.37;44.06;-999
51.54113189;3.731146018;20250707;95601;21.94;21.68;7.75;43.14;3.15;17295.57;-1.14;30.6;4250.05;1.66;0.41;44.02;-999
