X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.54613843;3.806358933;20250707;85330;1.02;20.99;8.08;88.55;6.58;16785.66;-0.97;29.72;4139.14;1.64;1.79;42.26;-999
51.54613843;3.806358933;20250707;85349;1.97;21.2;8.09;89.69;6.63;16943.11;-0.89;29.99;4173.45;1.5;1.93;42.8;-999
51.54613843;3.806358933;20250707;85406;3;21.42;8.09;91.81;6.75;17062.14;-0.93;30.2;4199.42;1.5;2.35;43.26;-999
51.54613843;3.806358933;20250707;85422;4;21.41;8.06;88.26;6.49;17164.35;-0.98;30.37;4221.45;1.39;1.75;43.48;-999
51.54613843;3.806358933;20250707;85438;5.04;21.49;8.03;83.5;6.12;17217;-0.94;30.47;4232.89;1.19;1.19;43.67;-999
51.54613843;3.806358933;20250707;85452;6.05;21.58;8.02;78.58;5.75;17348.4;-1.01;30.69;4261.29;1.43;0.9;44.05;-999
51.54613843;3.806358933;20250707;85507;7;21.56;8.01;76.62;5.6;17370.61;-1.1;30.73;4266.04;1.61;0.88;44.08;-999
51.54613843;3.806358933;20250707;85525;7.95;21.55;8.01;75.02;5.49;17381.47;-1.12;30.75;4268.36;1.68;0.61;44.09;-999
51.54613843;3.806358933;20250707;85550;9.01;21.51;8;72.95;5.34;17390.2;-1.14;30.77;4270.19;1.8;0.73;44.07;-999
51.54613843;3.806358933;20250707;85610;10.01;21.47;8;72.91;5.34;17386.52;-1.05;30.76;4269.35;1.82;0.72;44.03;-999
