X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.58064828;3.629848719;20250707;113916;1.02;20.72;7.91;80.59;6.03;16682.31;-1.05;29.53;4116.42;1.29;1.56;41.79;-999
51.58064828;3.629848719;20250707;113945;2.03;20.71;7.91;81.03;6.07;16679.78;-1.02;29.53;4115.86;1.24;1.63;41.78;-999
51.58064828;3.629848719;20250707;114005;3;20.71;7.91;80.76;6.05;16681.95;-0.91;29.53;4116.34;1.18;1.45;41.79;-999
51.58064828;3.629848719;20250707;114024;3.95;20.71;7.91;80.71;6.04;16683.57;-1.03;29.54;4116.68;1.31;1.48;41.79;-999
51.58064828;3.629848719;20250707;114053;4.99;20.73;7.91;79.34;5.94;16684.12;-0.93;29.54;4116.82;1.33;1.47;41.8;-999
51.58064828;3.629848719;20250707;114119;6.03;20.73;7.9;79.18;5.92;16684.68;-0.99;29.54;4116.95;1.37;1.4;41.81;-999
51.58064828;3.629848719;20250707;114135;7;20.73;7.91;79.23;5.93;16684.72;-1.09;29.54;4116.96;1.4;1.56;41.81;-999
51.58064828;3.629848719;20250707;114153;8.03;20.72;7.9;78.97;5.91;16685.74;-0.93;29.54;4117.17;1.23;1.75;41.8;-999
51.58064828;3.629848719;20250707;114213;8.99;20.72;7.9;78.36;5.87;16685.34;-1.09;29.54;4117.07;1.43;1.25;41.8;-999
51.58064828;3.629848719;20250707;114235;10.04;20.67;7.89;77.36;5.8;16681.45;-0.96;29.53;4116.17;1.31;1.39;41.74;-999
51.58064828;3.629848719;20250707;114315;10.95;20.29;7.81;63.17;4.77;16675.71;-0.98;29.52;4114.45;1.33;0.87;41.4;-999
51.58064828;3.629848719;20250707;114341;12.09;20.01;7.77;55.26;4.19;16646.27;-0.98;29.47;4107.73;1.17;0.76;41.09;-999
51.58064828;3.629848719;20250707;114408;13.02;19.91;7.75;49.4;3.76;16630.08;-1.14;29.44;4104.09;1.13;0.67;40.96;-999
51.58064828;3.629848719;20250707;114437;14.07;19.84;7.73;45.21;3.44;16621.62;-0.93;29.42;4102.17;1.34;0.63;40.88;-999
51.58064828;3.629848719;20250707;114504;15.04;19.76;7.72;43.36;3.31;16614.48;-1.08;29.41;4100.52;1.27;0.42;40.8;-999
51.58064828;3.629848719;20250707;114527;15.95;19.69;7.71;41.17;3.14;16602.92;-1.02;29.39;4097.93;1.16;0.4;40.71;-999
