X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.52133128;3.692626277;20250707;102159;1.02;21.56;8.01;89.51;6.58;16871.47;-0.84;29.87;4158.42;1.7;2.92;42.96;-999
51.52133128;3.692626277;20250707;102214;1.95;21.57;8.01;88.99;6.55;16871.37;-0.88;29.87;4158.41;1.7;2.73;42.97;-999
51.52133128;3.692626277;20250707;102237;3.03;21.57;8.01;88.55;6.51;16868.19;-0.9;29.86;4157.72;1.76;2.82;42.96;-999
51.52133128;3.692626277;20250707;102252;3.98;21.57;8.01;87.95;6.47;16870.43;-0.9;29.87;4158.2;1.81;2.63;42.97;-999
51.52133128;3.692626277;20250707;102311;5.03;21.54;8;87.06;6.41;16864.1;-0.98;29.86;4156.81;1.81;2.38;42.93;-999
51.52133128;3.692626277;20250707;102337;6.06;21.53;8;85.87;6.32;16864.29;-0.93;29.86;4156.83;1.72;2.63;42.92;-999
51.52133128;3.692626277;20250707;102356;6.93;21.56;8;85.78;6.31;16872.9;-0.91;29.87;4158.73;1.85;2.53;42.97;-999
51.52133128;3.692626277;20250707;102424;8.11;21.64;8.02;88.62;6.51;16890.46;-0.79;29.9;4162.62;1.75;3.12;43.08;-999
51.52133128;3.692626277;20250707;102440;9.08;21.73;7.98;85.76;6.28;16943.09;-0.89;29.99;4174.11;1.77;3.12;43.28;-999
51.52133128;3.692626277;20250707;102521;9.93;21.86;7.9;63.22;4.62;17025.03;-0.87;30.14;4191.97;1.82;2.22;43.58;-999
51.52133128;3.692626277;20250707;102541;11.11;21.92;7.78;52.21;3.8;17176.57;-1.07;30.4;4224.72;1.47;0.48;43.97;-999
51.52133128;3.692626277;20250707;102605;11.98;20.17;7.67;37.17;2.8;17090.21;-1.11;30.24;4203.93;1.4;0.16;42.19;-999
51.52133128;3.692626277;20250707;102626;13.11;18.68;7.59;16.61;1.29;17016.15;-0.98;30.1;4186.14;1.54;0.19;40.69;-999
51.52133128;3.692626277;20250707;102648;14.03;17.14;7.62;7.96;0.64;17020.59;-1.11;30.09;4185.29;1.82;0.03;39.34;-999
51.52133128;3.692626277;20250707;102722;14.99;16.07;7.66;3.72;0.3;16888.17;-1.12;29.86;4155.41;1.88;0.09;38.14;-999
51.52133128;3.692626277;20250707;102738;16.02;15.77;7.67;2.96;0.24;16880.52;-1.15;29.84;4153.41;1.72;0.12;37.86;-999
51.52133128;3.692626277;20250707;102800;17.02;15.71;7.67;2.46;0.2;16875.85;-1.14;29.84;4152.34;1.71;0.14;37.8;-999
51.52133128;3.692626277;20250707;102821;17.95;15.61;7.67;2.18;0.18;16875.21;-0.98;29.83;4152.08;2.64;0.16;37.71;-999
