X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.54165528;3.862035172;20250707;82021;1.02;21;8.05;89.94;6.76;15639.03;-1.08;27.73;3889.43;1.17;1.24;39.72;-999
51.54165528;3.862035172;20250707;82038;2.04;21.01;8.05;89.66;6.73;15783.64;-0.95;27.98;3921.11;1.23;1.58;40.05;-999
51.54165528;3.862035172;20250707;82056;3.03;21.01;8.05;90.07;6.75;15869.94;-0.93;28.13;3939.99;1.15;1.43;40.25;-999
51.54165528;3.862035172;20250707;82115;4.03;21.03;8.06;90.38;6.77;15989.12;-0.9;28.33;3966.05;1.26;1.39;40.53;-999
51.54165528;3.862035172;20250707;82133;5.05;21.05;8.06;91.74;6.86;16110.07;-1.04;28.54;3992.47;1.24;1.65;40.82;-999
51.54165528;3.862035172;20250707;82155;6.04;21.05;8.06;92.38;6.9;16206.43;-0.97;28.71;4013.46;1.23;1.61;41.03;-999
51.54165528;3.862035172;20250707;82211;7.09;21.04;8.07;92.75;6.92;16300.35;-0.91;28.87;4033.9;1.33;2.1;41.23;-999
51.54165528;3.862035172;20250707;82227;8.01;21.01;8.05;91.1;6.8;16374.39;-0.94;29;4049.96;1.26;2.11;41.37;-999
51.54165528;3.862035172;20250707;82248;8.98;20.98;8.02;83.62;6.24;16461.1;-1;29.15;4068.76;1.3;1.06;41.53;-999
51.54165528;3.862035172;20250707;82308;9.99;21.12;8.03;85.19;6.33;16622.12;-0.97;29.43;4103.87;1.59;1.03;42.01;-999
