X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.55363689;3.769627116;20250707;91330;1.05;21.7;8.09;92.64;6.78;17003.71;-0.9;30.1;4187.17;1.74;2.72;43.39;-999
51.55363689;3.769627116;20250707;91354;1.98;21.73;8.09;93.3;6.83;17002.64;-0.88;30.1;4186.98;1.72;2.78;43.42;-999
51.55363689;3.769627116;20250707;91426;3.02;21.73;8.09;93.35;6.83;17003.3;-0.94;30.1;4187.11;1.63;2.8;43.41;-999
51.55363689;3.769627116;20250707;91442;4.02;21.74;8.07;91.57;6.7;17027.42;-0.98;30.14;4192.33;1.54;2.01;43.48;-999
51.55363689;3.769627116;20250707;91509;5.04;21.71;8.05;83.32;6.09;17083.05;-1;30.24;4204.3;1.49;1.48;43.57;-999
51.55363689;3.769627116;20250707;91525;6.02;21.7;8.05;81.59;5.97;17108.74;-1.01;30.28;4209.83;1.36;1.69;43.62;-999
51.55363689;3.769627116;20250707;91545;7.11;21.73;8.05;81.98;5.99;17157.38;-1.02;30.36;4220.35;1.29;1.16;43.76;-999
51.55363689;3.769627116;20250707;91604;7.94;21.73;8.04;80.29;5.86;17217.84;-0.99;30.47;4233.38;1.25;0.76;43.9;-999
51.55363689;3.769627116;20250707;91631;9.05;21.73;8.03;78.2;5.71;17243.71;-1.12;30.51;4238.95;1.32;0.89;43.95;-999
51.55363689;3.769627116;20250707;91653;10.02;21.75;8.03;77.17;5.63;17276.59;-1.1;30.57;4246.05;1.68;0.69;44.04;-999
51.55363689;3.769627116;20250707;91713;11.08;21.74;8.03;76.66;5.59;17275.07;-1.06;30.57;4245.72;1.38;0.69;44.04;-999
51.55363689;3.769627116;20250707;91734;11.98;21.76;8.02;76.43;5.57;17291.75;-1.07;30.6;4249.33;1.71;0.71;44.09;-999
51.55363689;3.769627116;20250707;91750;13.05;21.77;8.02;75.09;5.47;17314.53;-1.06;30.64;4254.24;1.71;0.6;44.15;-999
51.55363689;3.769627116;20250707;91812;14.02;21.77;8.01;74.15;5.4;17324.79;-1.22;30.65;4256.45;1.95;0.46;44.17;-999
51.55363689;3.769627116;20250707;91838;14.86;21.77;8.01;73.82;5.38;17315.44;-0.79;30.64;4254.44;98.28;1.58;44.15;-999
