# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 02-04-2025 09:24:01
#X: 57620 - Y: 418936
#00 DONARLOCATIE: GTS-11
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1024>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  57620  418936 20250402 92409    1.07   13.58    9.68   8.53 10.5     110   31.45    3988   28.55   16150    0.94    0.81
  57620  418936 20250402 92423    2.07   12.63    9.68   8.53 10.5     110   31.44    3987   28.54   16147    2.24    0.72
  57620  418936 20250402 92441    2.99   11.60    9.68   8.53 10.5     110   31.45    3988   28.55   16151    2.33    0.80
  57620  418936 20250402 92458    3.94   10.65    9.68   8.53 10.5     110   31.44    3987   28.54   16147    2.24    0.75
  57620  418936 20250402 92512    5.10    9.56    9.68   8.53 10.5     110   31.45    3988   28.55   16150    2.07    0.78
  57620  418936 20250402 92525    6.02    8.69    9.68   8.53 10.5     110   31.45    3988   28.55   16153    1.97    0.78
  57620  418936 20250402 92540    7.05    7.68    9.67   8.53 10.5     110   31.44    3988   28.55   16152    2.06    0.73
  57620  418936 20250402 92553    8.06    6.75    9.67   8.53 10.4     109   31.44    3988   28.55   16151    2.12    0.79
  57620  418936 20250402 92606    9.07    6.08    9.66   8.52 10.4     109   31.44    3989   28.55   16154    1.69    0.81
  57620  418936 20250402 92620   10.04    5.00    9.62   8.52 10.4     109   31.41    3989   28.56   16159    2.00    0.80
  57620  418936 20250402 92632   11.08    4.21    9.45   8.51 10.4     109   31.32    3994   28.60   16182    1.80    0.79
  57620  418936 20250402 92725   12.07    2.93    8.43   8.40 9.87     100   30.62    4008   28.71   16248    2.53    0.83
  57620  418936 20250402 92739   13.07    2.00    7.84   8.36 9.82      99   30.39    4039   28.96   16392    1.90    0.94
  57620  418936 20250402 92804   14.09    0.83    7.66   8.35 9.71      97   30.29    4044   29.00   16417    2.07    1.11
