# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 02-04-2025 08:12:59
#X: 62300 - Y: 412250
#00 DONARLOCATIE: GTS-15
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1024>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  62300  412250 20250402 81307    1.10   17.23    9.94   8.51 10.2     108   31.63    3985   28.53   16139    1.47    0.83
  62300  412250 20250402 81329    1.95   16.26    9.94   8.51 10.2     108   31.63    3985   28.53   16138    1.47    0.90
  62300  412250 20250402 81343    3.07   15.11    9.93   8.51 10.2     108   31.63    3985   28.53   16138    1.91    0.89
  62300  412250 20250402 81357    4.00   14.31    9.94   8.51 10.2     108   31.63    3986   28.53   16139    1.96    0.94
  62300  412250 20250402 81410    5.06   13.23    9.94   8.51 10.2     108   31.64    3985   28.53   16138    2.54    0.78
  62300  412250 20250402 81423    6.11   12.03    9.94   8.51 10.2     108   31.64    3986   28.53   16141    2.26    0.81
  62300  412250 20250402 81440    6.94   11.25    9.93   8.51 10.2     108   31.63    3986   28.53   16141    1.56    0.91
  62300  412250 20250402 81454    8.06   10.06    9.93   8.51 10.2     108   31.62    3985   28.53   16139    1.58    0.74
  62300  412250 20250402 81514    9.05    8.98    9.93   8.51 10.2     108   31.63    3986   28.53   16142    1.67    0.91
  62300  412250 20250402 81528   10.03    7.94    9.92   8.51 10.2     108   31.62    3986   28.53   16142    1.87    0.86
  62300  412250 20250402 81541   11.01    6.79    9.92   8.51 10.2     108   31.62    3986   28.53   16140    2.25    0.89
  62300  412250 20250402 81557   12.05    5.71    9.90   8.50 10.2     108   31.61    3987   28.54   16145    1.78    0.76
  62300  412250 20250402 81656   13.01    4.34    9.00   8.42 9.84     101   31.02    4002   28.66   16219    1.70    0.92
  62300  412250 20250402 81759   14.12    2.89    8.47   8.36 9.56      97   30.70    4013   28.76   16274    1.52    0.84
  62300  412250 20250402 81843   14.93    1.76    8.01   8.31 9.37      94   30.41    4022   28.83   16317    1.81    0.87
  62300  412250 20250402 81932   16.02    0.75    7.58   8.27 9.12      91   30.12    4029   28.89   16352    1.51    0.99
