# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 02-04-2025 07:25:54
#X: 68840 - Y: 411250
#00 DONARLOCATIE: GTS-19
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1024>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  68840  411250 20250402 72603    0.97   11.46   10.02   8.45 9.70     102   31.67    3982   28.50   16123    0.62    0.95
  68840  411250 20250402 72622    1.99   10.26   10.02   8.45 9.69     102   31.67    3982   28.50   16124    0.87    0.83
  68840  411250 20250402 72636    3.07    9.20   10.02   8.45 9.68     102   31.68    3983   28.51   16126    0.84    0.84
  68840  411250 20250402 72651    4.05    8.31   10.02   8.45 9.69     102   31.67    3982   28.50   16125    0.59    0.78
  68840  411250 20250402 72704    5.01    7.46    9.97   8.43 9.68     102   31.74    3995   28.61   16185    0.74    0.83
  68840  411250 20250402 72720    6.02    6.34    9.91   8.41 9.66     102   31.78    4007   28.70   16239    0.58    0.87
  68840  411250 20250402 72733    6.94    5.25    9.80   8.39 9.65     101   31.81    4022   28.82   16305    0.53    0.98
  68840  411250 20250402 72748    8.01    4.05    9.71   8.37 9.63     101   31.83    4033   28.90   16356    0.39    0.92
  68840  411250 20250402 72801    9.03    2.94    9.69   8.36 9.63     101   31.88    4041   28.97   16394    0.31    0.90
  68840  411250 20250402 72814   10.10    1.99    9.58   8.35 9.65     101   31.88    4053   29.06   16448    0.24    0.88
  68840  411250 20250402 72829   11.04    1.16    9.46   8.35 9.67     101   31.84    4060   29.12   16483    0.33    0.89
