# VERTIKAAL 5 M.C.ECOS 8 VERTIKAAL
* 02-04-2025 07:57:58
#X: 65270 - Y: 412088
#00 DONARLOCATIE: GTS-16
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1024>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  65270  412088 20250402 75806    1.01    0.75   10.14   8.49 10.0     105   31.76    3981   28.50   16120    1.44    0.73
  65270  412088 20250402 75828    2.13   10.36   10.14   8.49 9.99     105   31.76    3981   28.50   16119    1.10    0.75
  65270  412088 20250402 75842    2.91    9.78   10.14   8.49 9.99     105   31.76    3982   28.50   16122    0.83    0.75
  65270  412088 20250402 75857    4.00    8.78   10.14   8.49 10.0     106   31.76    3982   28.50   16122    0.52    0.77
  65270  412088 20250402 75911    5.11    7.88   10.14   8.49 10.0     106   31.76    3982   28.50   16121    1.31    0.77
  65270  412088 20250402 75924    6.01    7.05   10.14   8.49 10.0     105   31.76    3982   28.50   16121    0.95    0.71
  65270  412088 20250402 75937    7.11    5.89   10.14   8.49 9.99     105   31.76    3982   28.50   16121    1.08    0.83
  65270  412088 20250402 75951    8.14    4.55   10.13   8.49 9.99     105   31.76    3982   28.50   16122    0.97    0.85
  65270  412088 20250402 80005    9.01    3.50   10.14   8.49 9.97     105   31.76    3981   28.50   16119    1.00    0.82
  65270  412088 20250402 80023   10.00    2.19   10.13   8.49 9.96     105   31.76    3982   28.50   16121    0.79    0.81
  65270  412088 20250402 80038   11.10  143.56   10.13   8.49 9.94     105   31.76    3982   28.50   16123    1.03    0.73
