# VERTIKAAL 13 M.C.ECOS 6 VERTIKAAL
* 19-08-2024 14:47:20
#X: 72700 - Y: 391000
#00 DONARLOCATIE: ZTS-32
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par13.dat
## TLU        oC <-->
## LUCHTDK    hPa <1018>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID
  72700  391000 20240819 144724    1.06    3.91   22.78   9.45    1.47     139    0.77     330    1.23   11.17
  72700  391000 20240819 144731    1.89   16.15   22.76   9.45    1.47     139    0.77     330    1.22   10.02
  72700  391000 20240819 144733    2.95   15.38   22.61   9.43    1.47     139    0.77     331    1.18    9.43
  72700  391000 20240819 144735    3.99   14.46   22.54   9.40    1.46     139    0.77     331    1.16   12.25
  72700  391000 20240819 144737    4.90   13.41   22.51   9.39    1.46     139    0.77     330    1.19    9.87
  72700  391000 20240819 144740    5.89   12.19   22.49   9.37    1.46     139    0.77     330    1.26   11.20
  72700  391000 20240819 144742    6.92   11.34   22.47   9.36    1.46     138    0.77     329    1.18   10.98
  72700  391000 20240819 144744    7.93   10.35   22.45   9.36    1.46     138    0.77     329    1.24   12.07
  72700  391000 20240819 144747    8.94    9.20   22.40   9.34    1.47     139    0.78     333    1.18    7.72
  72700  391000 20240819 144749    9.89    8.30   21.93   9.26    1.93     185    1.05     492    1.13    6.25
  72700  391000 20240819 144752   11.02    7.23   19.95   8.65    2.12     212    1.21     584    1.07    4.19
  72700  391000 20240819 144754   11.88    6.46   19.12   8.53    2.48     253    1.45     728    0.99    3.74
  72700  391000 20240819 144757   12.99    5.31   18.49   8.32    2.62     270    1.56     773    1.01    2.57
  72700  391000 20240819 144759   13.97    4.09   18.05   8.20    2.71     283    1.64     818    1.06    2.14
  72700  391000 20240819 144801   14.90    3.30   15.95   8.09    3.08     336    1.97    1002    1.06    1.37
  72700  391000 20240819 144804   15.90    2.50   15.68   7.93    3.07     337    1.98    1005    1.10    1.20
  72700  391000 20240819 144815   16.90    1.24   15.36   7.73    3.07     340    2.00    1015    1.09    1.18
