# VERTIKAAL 16 M.C.ECOS 8 VERTIKAAL
* 29-04-2024 14:06:31
#X: 47988 - Y: 396690
#00 DONARLOCATIE: VTS-16
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1019>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  47988  396690 20240429 140639    1.10    1.11   12.30   8.38 10.3     111   28.58    3399   23.92   13481    1.07    0.92
  48013  396673 20240429 140721    2.06    2.07   12.29   8.38 10.3     111   28.61    3403   23.96   13500    1.26    0.83
  48029  396669 20240429 140751    2.97    2.98   12.24   8.39 10.2     111   28.66    3413   24.03   13545    1.46    0.84
  48069  396651 20240429 140925    4.03    4.04   11.29   8.44 10.7     116   31.78    3873   27.64   15621    2.24    1.03
  48084  396645 20240429 140954    4.98    4.99   11.26   8.43 10.6     115   31.96    3898   27.83   15734    2.97    1.12
  48104  396636 20240429 141027    5.98    5.99   11.20   8.43 10.5     114   31.99    3907   27.91   15776    3.52    1.20
  48109  396605 20240429 141130    7.03    7.05   11.26   8.41 10.2     111   32.15    3921   28.02   15840    2.90    1.21
  48110  396592 20240429 141204    8.01    8.02   11.28   8.40 10.1     110   32.24    3931   28.09   15881    2.83    1.17
  48113  396588 20240429 141226    9.00    9.00   11.29   8.40 10.0     109   32.29    3935   28.13   15904    1.80    0.93
  48118  396590 20240429 141254   10.12   10.14   11.28   8.40 9.96     108   32.34    3943   28.19   15937    1.88    1.00
  48117  396580 20240429 141347   11.02   11.05   11.26   8.38 9.65     105   32.39    3951   28.25   15975    2.12    1.22
  48120  396563 20240429 141430   12.02   12.04   11.21   8.36 9.31     101   32.42    3958   28.31   16009    1.85    0.96
  48121  396560 20240429 141445   12.99   13.02   11.20   8.36 9.31     101   32.42    3960   28.32   16017    1.95    1.06
