# VERTIKAAL 12 M.C.ECOS 8 VERTIKAAL
* 29-04-2024 13:20:28
#X: 42735 - Y: 397308
#00 DONARLOCATIE: VTS-12
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1019>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  42735  397308 20240429 132042    1.06    1.06   12.68   8.34 9.96     108   28.58    3369   23.69   13344    0.99    0.84
  42757  397310 20240429 132100    2.06    2.08   12.43   8.34 9.93     107   28.63    3395   23.89   13460    1.25    0.73
  42776  397310 20240429 132133    3.04    3.06   12.24   8.35 9.96     107   28.57    3403   23.95   13499    1.49    0.67
  42783  397309 20240429 132157    4.04    4.04   11.94   8.36 10.0     108   28.69    3442   24.25   13672    1.72    0.73
  42783  397312 20240429 132222    5.07    5.08   11.84   8.35 9.91     106   29.14    3504   24.74   13951    1.38    0.54
  42784  397322 20240429 132313    6.03    6.02   11.63   8.35 9.58     103   30.20    3649   25.88   14605    1.32    0.65
  42793  397335 20240429 132418    7.05    7.07   11.31   8.34 9.34     100   30.89    3763   26.77   15120    0.64    0.56
  42800  397341 20240429 132505    7.95    7.95   11.21   8.34 9.21      99   31.31    3823   27.24   15390    0.72    0.53
  42813  397348 20240429 132535    9.02    9.04   11.20   8.34 9.15      99   31.35    3829   27.29   15420    0.74    0.68
  42843  397341 20240429 132644   10.11   10.12   11.14   8.33 9.00      97   31.39    3839   27.37   15465    0.60    0.68
