# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 17-04-2025 11:19:13
#X: 40120 - Y: 395990
#00 DONARLOCATIE: VTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <7>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  40120  395990 20250417 111921    1.00   21.53   13.27   8.58 9.60     108   32.48    3775   26.85   15163    1.00    0.70
  40120  395990 20250417 111937    2.02   20.54   13.28   8.58 9.60     108   32.49    3776   26.86   15167    1.12    0.61
  40120  395990 20250417 111954    3.00   19.88   13.28   8.58 9.63     109   32.51    3778   26.87   15175    1.17    0.72
  40120  395990 20250417 112009    4.00   18.78   13.28   8.58 9.63     109   32.53    3780   26.89   15186    0.98    0.57
  40120  395990 20250417 112028    5.08   17.58   13.25   8.56 9.60     109   32.94    3830   27.29   15413    0.75    0.59
  40120  395990 20250417 112045    6.01   16.79   12.55   8.48 9.57     108   33.84    4002   28.65   16200    0.42    0.59
  40120  395990 20250417 112101    7.03   16.00   12.15   8.46 9.57     107   34.11    4071   29.20   16520    0.43    0.66
  40120  395990 20250417 112115    8.04   15.03   12.10   8.46 9.60     107   34.10    4075   29.23   16540    0.26    0.67
  40120  395990 20250417 112133    9.05   14.08   12.09   8.45 9.61     107   34.10    4076   29.24   16546    0.31    0.61
  40120  395990 20250417 112152    9.96   13.20   11.87   8.45 9.62     107   33.95    4079   29.26   16559    0.36    0.66
  40120  395990 20250417 112218   10.99   12.19   11.72   8.46 9.64     107   33.83    4080   29.27   16565    0.13    0.78
  40120  395990 20250417 112234   12.02   11.23   11.58   8.45 9.65     107   33.72    4080   29.27   16564    0.16    0.74
  40120  395990 20250417 112247   13.01   10.24   11.51   8.45 9.64     106   33.66    4080   29.27   16563    0.16    0.73
  40120  395990 20250417 112305   14.03    9.21   11.40   8.45 9.62     106   33.59    4082   29.29   16577    0.15    0.77
  40120  395990 20250417 112349   14.95    7.13   11.24   8.44 9.45     104   33.49    4086   29.32   16593    0.36    0.77
  40120  395990 20250417 112407   15.99    5.73   11.20   8.44 9.42     103   33.46    4086   29.32   16593    0.01    0.74
