# VERTIKAAL 8 M.C.ECOS 8 VERTIKAAL
* 17-04-2025 10:31:44
#X: 37397 - Y: 393849
#00 DONARLOCATIE: VTS-08
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  37397  393849 20250417 103152    1.04   18.51   13.08   8.58 9.81     110   32.14    3753   26.68   15064    1.27    0.71
  37397  393849 20250417 103208    2.03   17.60   13.08   8.58 9.82     110   32.22    3762   26.75   15107    1.44    0.80
  37397  393849 20250417 103256    3.03   16.15   13.08   8.59 9.95     112   32.37    3779   26.88   15181    1.54    0.80
  37397  393849 20250417 103317    4.02   14.96   13.09   8.58 9.97     112   32.39    3781   26.90   15193    1.58    0.70
  37397  393849 20250417 103336    5.04   13.95   13.08   8.58 9.95     112   32.47    3791   26.98   15237    1.54    0.80
  37397  393849 20250417 103400    6.00   13.03   11.95   8.48 9.94     110   33.33    3998   28.62   16186    0.72    0.68
  37397  393849 20250417 103421    7.03   12.21   11.43   8.47 9.89     109   33.35    4051   29.05   16434    0.48    0.58
  37397  393849 20250417 103437    7.97   11.49   11.44   8.47 9.89     109   33.41    4057   29.09   16461    0.40    0.61
  37397  393849 20250417 103459    8.95   10.38   11.46   8.46 9.87     109   33.50    4065   29.16   16498    0.22    0.73
  37397  393849 20250417 103517   10.02    9.26   11.40   8.46 9.87     109   33.45    4065   29.16   16497    0.37    0.73
  37397  393849 20250417 103536   11.04    7.96   11.31   8.46 9.86     108   33.37    4065   29.15   16497    0.25    0.75
  37397  393849 20250417 103554   12.05    6.64   11.20   8.46 9.85     108   33.26    4062   29.13   16482    0.33    0.74
  37397  393849 20250417 103612   13.00    5.51   10.65   8.44 9.86     107   32.77    4057   29.09   16462    0.22    0.88
  37397  393849 20250417 103639   14.06    4.46   10.27   8.43 9.76     105   32.43    4052   29.06   16444    0.18    0.85
  37397  393849 20250417 103726   14.97    2.50    9.99   8.42 9.57     102   32.15    4045   29.00   16411    0.20    0.90
  37397  393849 20250417 103818   15.95    0.76    9.94   8.41 9.42     100   32.11    4045   29.00   16411    0.13    0.95
