# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 17-04-2025 09:03:37
#X: 33887 - Y: 398893
#00 DONARLOCATIE: VTS-03
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33887  398893 20250417 90354    0.99   19.83   13.10   8.52 9.54     107   32.11    3747   26.64   15039    1.22    0.65
  33887  398893 20250417 90418    1.91   17.73   13.10   8.52 9.54     107   32.12    3748   26.64   15040    1.03    0.70
  33887  398893 20250417 90441    3.00   16.39   13.10   8.52 9.52     107   32.11    3747   26.64   15039    1.14    0.62
  33887  398893 20250417 90500    3.98   15.31   13.09   8.52 9.50     107   32.11    3748   26.65   15044    1.01    0.67
  33887  398893 20250417 90528    4.99   14.95   12.69   8.51 9.48     106   31.85    3754   26.69   15069    0.97    0.73
  33887  398893 20250417 90553    6.01   14.51   11.84   8.48 9.55     105   31.40    3776   26.87   15177    1.21    0.74
  33887  398893 20250417 90622    7.02   13.76   11.57   8.46 9.60     105   31.73    3840   27.37   15467    1.09    0.78
  33887  398893 20250417 90648    8.04   13.75   11.15   8.42 9.68     105   31.93    3905   27.89   15765    0.53    0.75
  33887  398893 20250417 90719    8.99   13.68   10.37   8.37 9.76     104   31.48    3924   28.04   15854    0.43    0.73
  33887  398893 20250417 90804   10.01   13.40    9.48   8.31 9.86     103   30.78    3923   28.03   15854    0.35    0.91
  33887  398893 20250417 90844   11.02   12.90    8.42   8.27 9.99     102   29.83    3904   27.90   15777    0.27    0.82
  33887  398893 20250417 90914   11.98   11.93    8.31   8.26 10.0     102   29.70    3899   27.85   15752    0.30    0.82
  33887  398893 20250417 90945   13.00   11.20    8.08   8.24 10.0     102   29.50    3896   27.83   15740    0.11    0.84
  33887  398893 20250417 91012   13.99   10.13    8.01   8.23 10.0     102   29.49    3901   27.87   15765    0.08    0.82
  33887  398893 20250417 91055   14.99    9.04    8.03   8.24 9.92     101   29.54    3906   27.91   15784    0.04    0.90
  33887  398893 20250417 91152   15.99    7.99    8.09   8.26 9.69      98   29.63    3912   27.96   15812    0.10    0.95
  33887  398893 20250417 91218   16.96    7.00    8.12   8.26 9.64      98   29.67    3914   27.97   15821    0.06    0.90
  33887  398893 20250417 91243   17.99    5.95    8.13   8.27 9.54      97   29.70    3916   27.99   15831   -0.01    0.88
  33887  398893 20250417 91309   18.94    4.99    8.15   8.28 9.58      97   29.73    3918   28.01   15841    0.01    1.00
  33887  398893 20250417 91336   20.02    3.96    8.16   8.28 9.53      97   29.74    3919   28.01   15844    0.00    1.01
  33887  398893 20250417 91355   21.01    2.98    8.17   8.28 9.52      97   29.75    3919   28.01   15844    0.14    0.97
  33887  398893 20250417 91422   21.96    1.95    8.18   8.28 9.50      97   29.76    3920   28.02   15848    0.02    1.12
  33887  398893 20250417 91511   22.98    0.94    8.19   8.27 9.38      95   29.76    3919   28.01   15845    0.09    1.24
