# VERTIKAAL 6 M.C.ECOS 6 VERTIKAAL
* 19-08-2024 10:31:33
#X: 83688 - Y: 408515
#00 DONARLOCATIE: ZTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par2.dat
## TLU        oC <-->
## LUCHTDK    hPa <1019>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID
  83688  408515 20240819 103213    1.08    0.00   22.63   9.16    0.98      92    0.51     182    1.65   23.16
  83688  408515 20240819 103218    1.94    9.95   22.64   9.16    0.97      92    0.50     181    1.60   20.14
  83688  408515 20240819 103220    2.91    9.54   22.63   9.16    0.97      92    0.50     181    1.51   22.78
  83688  408515 20240819 103222    3.95    8.06   22.63   9.16    0.97      92    0.50     181    1.51   30.03
  83688  408515 20240819 103225    4.95    4.66   22.63   9.16    0.97      92    0.50     181    1.52   11.32
  83688  408515 20240819 103227    5.95    5.96   22.63   9.16    0.97      92    0.50     181    1.52   32.20
  83688  408515 20240819 103229    6.89    4.81   22.63   9.16    0.97      92    0.50     181    1.66   22.92
  83688  408515 20240819 103232    7.89    3.81   22.63   9.16    0.97      92    0.50     181    1.70   12.75
  83688  408515 20240819 103234    8.96    2.55   22.63   9.15    0.97      92    0.50     181    1.46   17.21
  83688  408515 20240819 103236    9.90    1.41   22.62   9.15    0.98      92    0.51     182    1.42   18.33
  83688  408515 20240819 103244   10.89    0.00   22.60   9.15    0.98      93    0.51     184    1.35   14.62
