# VERTIKAAL 1 M.C.ECOS 6 VERTIKAAL
* 19-08-2024 09:00:56
#X: 71700 - Y: 409500
#06 PROJECTCODE: ATS ZTS
#00 DONARLOCATIE: ZTS-16
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
#21 MEETGEBIED: VOLKERAK/ZOOMMEER
#22 STARTPUNT: krammer
#23 EINDPUNT: kreekrak
#51 OPDRACHTGEVER: ZLXXAXAMDBG
#52 BEHEERDER: ZLXXAXAMDBG
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1019>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID
  71700  409500 20240819 90112    1.03   14.05   22.55   9.38 12.0     139    1.58     150    0.84     370    1.44   14.27
  71700  409500 20240819 90151    1.98   13.50   22.55   9.36 12.0     139    1.58     150    0.84     370    1.52   13.00
  71700  409500 20240819 90211    2.99   12.00   22.55   9.37 11.9     138    1.58     150    0.84     370    1.53   13.24
  71700  409500 20240819 90228    3.99   12.90   22.55   9.38 12.0     139    1.58     150    0.84     370    1.33   13.35
  71700  409500 20240819 90252    5.01   12.60   22.56   9.38 11.9     138    1.58     150    0.84     370    1.45   13.67
  71700  409500 20240819 90306    6.03    0.99   22.56   9.38 12.0     139    1.58     150    0.84     370    1.43   14.27
  71700  409500 20240819 90334    7.05   12.11   22.56   9.38 12.0     139    1.58     150    0.84     370    1.44   19.73
  71700  409500 20240819 90544    8.05    9.60   22.50   9.03 8.06      93    2.34     222    1.27     620    1.12    3.50
  71700  409500 20240819 90620    8.97    9.05   22.55   9.06 8.88     103    2.66     252    1.45     725    0.97    3.42
  71700  409500 20240819 90654   10.02    8.14   22.60   9.03 8.53      99    2.79     265    1.52     754    1.04    2.97
  71700  409500 20240819 90803   11.02    7.26   22.58   9.01 8.19      95    2.79     265    1.53     754    1.12    2.42
  71700  409500 20240819 90935   12.00    6.34   21.21   8.37 4.04      46    2.69     262    1.51     745    1.02    2.35
  71700  409500 20240819 91037   13.07    4.56   20.18   8.21 3.22      36    2.71     270    1.56     772    1.08    2.57
  71700  409500 20240819 91138   14.06    3.21   19.10   7.93 1.69      18    2.45     250    1.44     717    1.10    2.00
  71700  409500 20240819 91227   15.02    2.17   18.04   7.68 0.70       7    2.28     238    1.37     676    1.04    1.27
  71700  409500 20240819 91259   15.96    0.95   16.99   7.57 0.45       5    2.19     234    1.35     663    1.03    1.44
