# VERTIKAAL 1 Milieucontainer
* 05-03-2026 12:50:41
#X: 74440 - Y: 387812
#06 PROJECTCODE: ZTS/ATS vertikalen
#00 DONARLOCATIE: ZTS-36
#08 WAARNEMER(S): berrnaards
#21 MEETGEBIED: Zeeland
#22 STARTPUNT: vts17
#23 EINDPUNT: vts1
#51 OPDRACHTGEVER: WVL
#52 BEHEERDER: Mobiel Meten
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU  TROEBHFNU  PHYCOUGL
  74440  387812 20260305 125051    1.04   16.78    7.95   8.39 12.3     104    1.29     171    0.97     440    0.77       1.01      0.41
  74440  387812 20260305 125109    2.00   15.96    7.93   8.39 12.3     104    1.29     170    0.97     440    0.63       0.96      0.16
  74440  387812 20260305 125142    2.93   14.78    7.90   8.39 12.3     104    1.29     171    0.97     440    0.77       1.00      0.37
  74440  387812 20260305 125239    3.99   13.82    7.91   8.39 12.3     104    1.28     170    0.97     440    0.69       1.01      0.26
  74440  387812 20260305 125310    4.97   12.58    7.84   8.38 12.3     104    1.28     170    0.97     440    0.70       1.07      0.24
  74440  387812 20260305 125331    5.95   11.46    7.83   8.38 12.3     104    1.28     171    0.97     440    0.63       1.13      0.20
  74440  387812 20260305 125359    6.94   10.39    7.83   8.38 12.3     104    1.28     170    0.97     440    0.71       0.95      0.24
  74440  387812 20260305 125413    8.01    9.27    7.83   8.38 12.3     103    1.28     171    0.97     440    0.62       1.17      0.11
  74440  387812 20260305 125427    9.08    7.90    7.82   8.38 12.3     103    1.29     171    0.98     443    0.62       1.01      0.10
  74440  387812 20260305 125442   10.01    6.49    7.80   8.38 12.2     103    1.29     172    0.98     445    0.60       1.19      0.13
  74440  387812 20260305 125503   10.96    4.98    7.80   8.38 12.2     103    1.29     172    0.98     446    0.56       1.08      0.20
  74440  387812 20260305 125521   11.98    3.81    7.78   8.38 12.2     103    1.30     173    0.99     450    0.57       1.10      0.16
  74440  387812 20260305 125546   12.95    2.70    7.76   8.37 12.2     103    1.31     175    1.00     455    0.45       0.96      0.14
  74440  387812 20260305 125626   14.05    1.01    7.75   8.37 12.0     102    1.36     181    1.04     477    0.37       1.21      0.12
  74440  387812 20260305 125602   14.86    0.62    7.73   8.35 12.2     102    1.40     187    1.07     496    0.46       1.36      0.12
