# VERTIKAAL 4 Delta
* 10-07-2025 08:38:25
#X: 56865 - Y: 421849
#00 DONARLOCATIE: GTS-26
#08 WAARNEMER(S): bernaards
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU    TURBID  PHYCOUGL
  56864  421851 20250710 83903    1.11      --   21.20   7.95 7.03      95   43.23    4215   30.33   17138    1.10      1.08     -1.08
  56864  421851 20250710 83926    2.05      --   21.17   7.96 7.18      97   43.18    4214   30.31   17130    1.28      1.01     -1.10
  56864  421851 20250710 83953    2.97      --   21.00   7.98 7.38      99   43.07    4218   30.34   17149    1.25      1.11     -1.06
  56864  421851 20250710 84012    4.02      --   20.84   7.96 7.09      95   42.85    4210   30.28   17115    1.44      1.01     -1.04
  56864  421851 20250710 84042    4.99      --   20.50   7.94 6.89      92   42.62    4217   30.34   17149    1.23      1.15     -0.92
  56864  421851 20250710 84103    6.06      --   19.94   7.93 6.80      89   42.22    4227   30.42   17201    1.15      1.13     -1.03
  56864  421851 20250710 84128    6.96      --   19.86   7.91 6.67      88   42.10    4223   30.39   17182    0.98      1.22     -1.03
  56864  421851 20250710 84157    7.96      --   19.73   7.90 6.47      85   42.02    4226   30.42   17196    0.64      1.08     -1.00
  56864  421851 20250710 84216    8.98      --   19.66   7.91 6.46      85   41.95    4226   30.42   17196    0.51      1.03     -1.08
  56864  421851 20250710 84230   10.09      --   19.62   7.91 6.42      84   41.94    4228   30.43   17205    0.42      0.95     -1.06
  56864  421851 20250710 84244   11.04      --   19.62   7.91 6.41      84   41.94    4228   30.43   17205    0.29      0.96     -1.07
  56864  421851 20250710 84302   12.03      --   19.63   7.91 6.40      84   41.96    4229   30.44   17211    0.28      1.02     -1.15
  56864  421851 20250710 84323   13.02      --   19.62   7.91 6.33      83   41.96    4230   30.45   17216    0.26      0.95     -1.22
  56864  421851 20250710 84343   13.94      --   19.60   7.91 6.27      82   41.95    4231   30.46   17220    0.28      0.83     -1.06
  56864  421851 20250710 84400   14.97      --   19.59   7.90 6.25      82   41.95    4232   30.46   17224    0.33      1.14     -1.01
  56864  421851 20250710 84419   16.04      --   19.58   7.89 6.07      79   41.93    4231   30.46   17220    0.31      1.04     -1.01
