# VERTIKAAL 5 Milieucontainer
* 11-09-2025 08:44:06
#X: 46878 - Y: 367655
#00 DONARLOCATIE: KTS-05
#08 WAARNEMER(S): bernaards
@ par1.dat
## LUCHTDK    hPa <1005>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU  TROEBHFNU  PHYCOUGL
  46878  367655 20250911 84500    0.96   13.07   20.47   7.73 7.21      87   19.96    1976   13.17    7349    1.87       2.92     -0.57
  46878  367655 20250911 84520    2.04   11.77   20.48   7.74 7.20      87   19.95    1975   13.16    7344    1.89       2.73     -0.56
  46878  367655 20250911 84536    3.02   10.53   20.45   7.74 7.20      87   19.92    1973   13.15    7339    2.02       2.88     -0.64
  46878  367655 20250911 84554    4.01    9.45   20.46   7.74 7.18      87   19.97    1978   13.18    7357    2.02       2.80     -0.62
  46878  367655 20250911 84608    4.96    8.44   20.49   7.73 7.15      87   20.11    1990   13.27    7406    2.17       2.94     -0.62
  46878  367655 20250911 84623    6.08    7.36   20.51   7.73 7.15      87   20.23    2002   13.36    7454    2.25       2.89     -0.68
  46878  367655 20250911 84650    7.08    6.40   20.54   7.73 7.13      87   20.40    2017   13.47    7518    2.54       3.06     -0.65
  46878  367655 20250911 84708    8.08    5.35   20.61   7.73 7.11      87   21.03    2076   13.89    7761    2.20       3.21     -0.68
  46878  367655 20250911 84730    8.97    4.42   20.66   7.73 7.07      87   22.22    2191   14.74    8235    2.01       3.72     -0.59
  46878  367655 20250911 84752    9.97    3.39   20.66   7.72 7.06      87   23.03    2272   15.33    8570    2.06       3.80     -0.70
  46878  367655 20250911 84810   11.01    2.36   20.54   7.72 7.02      87   24.72    2444   16.61    9292    1.55       4.56     -0.60
  46878  367655 20250911 84834   12.02    1.31   20.30   7.71 6.85      86   28.98    2880   19.89   11156    1.13       6.46     -0.72
  46878  367655 20250911 84854   12.96    0.32   20.20   7.70 6.76      85   30.33    3021   20.97   11769    1.07       7.31     -0.85
