# VERTIKAAL 16 M.C.ECOS 8 VERTIKAAL
* 27-05-2024 13:20:46
#X: 33152 - Y: 400209
#00 DONARLOCATIE: VTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1017>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33152  400209 20240527 132107    1.07    1.08   17.18   8.35 8.91     107   32.57    3462   24.39   13734    2.43    1.02
  33165  400234 20240527 132155    1.96    1.96   16.89   8.34 8.60     103   32.45    3472   24.46   13778    2.73    1.03
  33160  400241 20240527 132259    2.93    2.93   16.79   8.33 8.22      98   32.49    3484   24.56   13833    2.82    0.86
  33161  400245 20240527 132335    4.02    4.02   16.45   8.30 8.13      96   32.63    3525   24.88   14020    4.29    0.93
  33158  400242 20240527 132500    5.05    5.07   15.87   8.25 7.41      87   32.60    3568   25.22   14214    4.00    1.00
  33159  400237 20240527 132604    5.95    5.97   15.06   8.17 5.37      62   32.67    3643   25.81   14556    2.29    0.79
  33159  400235 20240527 132705    6.99    7.01   13.42   8.14 4.64      52   31.87    3691   26.19   14782    0.67    0.58
  33162  400233 20240527 132742    8.04    8.06   13.29   8.14 4.51      51   31.91    3707   26.32   14856    0.24    0.61
  33162  400229 20240527 132800    8.98    8.99   13.33   8.14 4.47      50   31.99    3712   26.36   14878    0.23    0.57
  33157  400219 20240527 132833   10.06   10.07   13.45   8.14 4.35      49   32.14    3720   26.42   14912    0.25    0.59
  33153  400220 20240527 132907   11.00   11.03   13.64   8.13 4.16      47   32.43    3737   26.56   14991    0.16    0.51
  33154  400230 20240527 132946   11.99   11.98   13.73   8.11 3.88      44   32.60    3749   26.65   15043    0.16    0.49
