# VERTIKAAL 17 M.C.ECOS 8 VERTIKAAL
* 27-05-2024 13:32:40
#X: 33190 - Y: 400528
#00 DONARLOCATIE: VTS-01
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1017>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33190  400528 20240527 133253    1.06    1.06   17.12   8.35 8.87     106   32.50    3459   24.36   13720    2.14    1.05
  33216  400549 20240527 133354    1.94    1.93   16.80   8.33 8.39     100   32.40    3474   24.48   13788    2.98    0.82
  33217  400554 20240527 133455    2.98    2.97   16.73   8.32 8.30      99   32.41    3480   24.53   13815    2.62    0.96
  33212  400557 20240527 133525    4.02    4.03   16.55   8.30 8.01      95   32.53    3507   24.74   13936    3.35    1.01
  33211  400554 20240527 133626    5.09    5.11   16.05   8.26 7.47      88   32.58    3551   25.09   14140    3.66    0.87
  33222  400563 20240527 133731    6.09    6.11   14.40   8.15 4.94      56   32.24    3651   25.87   14595    1.80    0.76
  33219  400553 20240527 133820    6.93    6.92   13.45   8.14 4.50      51   31.91    3693   26.21   14793    0.49    0.62
  33214  400544 20240527 133842    7.93    7.93   13.24   8.14 4.47      50   31.81    3699   26.26   14822    0.39    0.63
  33210  400541 20240527 133923    8.96    8.98   13.33   8.14 4.38      49   32.00    3714   26.37   14886    0.19    0.58
  33208  400546 20240527 133949    9.93    9.93   13.43   8.14 4.31      48   32.15    3722   26.44   14922    0.27    0.52
  33211  400547 20240527 134038   11.03   11.04   13.53   8.13 4.15      47   32.32    3734   26.53   14974    0.16    0.54
  33219  400546 20240527 134111   12.10   12.12   13.72   8.11 3.84      44   32.60    3749   26.65   15043    0.21    0.54
  33225  400546 20240527 134144   13.00   13.00   13.74   8.10 3.68      42   32.65    3753   26.68   15060    0.21    0.48
  33226  400545 20240527 134236   13.99   14.00   13.74   8.09 3.40      39   32.71    3760   26.73   15093    0.24    0.57
  33223  400541 20240527 134302   15.05   15.06   13.73   8.09 3.35      38   32.71    3761   26.74   15099    0.16    0.46
  33222  400539 20240527 134317   16.05   16.04   13.72   8.09 3.33      38   32.71    3762   26.75   15100    0.14    0.41
