# VERTIKAAL 15 M.C.ECOS 8 VERTIKAAL
* 27-05-2024 12:57:51
#X: 33913 - Y: 398891
#00 DONARLOCATIE: VTS-03
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1017>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33913  398891 20240527 125759    1.05    1.06   16.87   8.34 8.72     104   32.72    3502   24.70   13914    2.00    0.90
  33901  398899 20240527 125822    2.04    2.07   16.86   8.34 8.72     104   32.73    3504   24.71   13923    2.65    0.95
  33900  398898 20240527 125904    3.02    3.02   16.68   8.32 8.55     102   32.67    3512   24.78   13959    3.16    0.90
  33903  398899 20240527 125948    4.07    4.07   16.63   8.31 8.32      99   32.72    3520   24.84   13998    3.27    0.92
  33905  398900 20240527 130137    5.06    5.06   15.56   8.20 5.94      69   32.72    3606   25.52   14388    3.20    0.76
  33906  398903 20240527 130315    6.07    6.09   14.78   8.13 4.65      54   32.85    3686   26.14   14750    1.58    0.64
  33901  398903 20240527 130417    6.99    6.99   14.65   8.10 4.05      47   32.98    3712   26.35   14869    0.90    0.69
  33904  398899 20240527 130512    8.03    8.02   14.53   8.09 3.78      44   33.06    3731   26.50   14956    0.58    0.59
  33905  398898 20240527 130537    8.99    8.98   14.28   8.10 3.75      43   32.93    3738   26.56   14990    0.39    0.61
  33904  398899 20240527 130606   10.04   10.03   14.13   8.10 3.79      43   32.81    3737   26.55   14987    0.36    0.64
  33904  398903 20240527 130657   11.03   11.03   14.28   8.08 3.48      40   33.11    3758   26.72   15082    0.24    0.64
  33903  398904 20240527 130727   11.95   11.98   14.23   8.09 3.51      40   33.08    3760   26.73   15090    0.29    0.67
  33902  398907 20240527 130746   12.97   12.97   14.22   8.09 3.51      40   33.12    3765   26.77   15111    0.24    0.69
  33902  398911 20240527 130826   14.07   14.06   14.27   8.08 3.40      39   33.22    3771   26.82   15140    0.27    0.76
  33898  398910 20240527 130856   15.03   15.05   14.16   8.08 3.31      38   33.15    3774   26.84   15155    0.20    0.62
  33898  398907 20240527 130914   16.01   16.02   14.14   8.08 3.28      37   33.14    3774   26.84   15155    0.24    0.60
  33898  398905 20240527 130937   16.61   16.61   14.12   8.08 3.26      37   33.13    3774   26.84   15154    0.20    0.55
  33900  398905 20240527 131006   17.96   17.97   14.10   8.08 3.22      37   33.10    3773   26.84   15152    0.21    0.56
  33900  398905 20240527 131026   18.99   19.03   14.07   8.08 3.21      37   33.09    3774   26.84   15155    0.16    0.54
  33899  398906 20240527 131043   20.02   20.00   14.06   8.08 3.19      36   33.08    3774   26.84   15155    0.32    0.60
  33899  398904 20240527 131113   20.93   20.96   14.02   8.07 3.09      35   33.04    3774   26.84   15152    0.21    0.58
