# VERTIKAAL 11 M.C.ECOS 8 VERTIKAAL
* 13-01-2025 13:49:38
#X: 39083 - Y: 346347
#00 DONARLOCATIE: KTS-11
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1043>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  39083  346347 20250113 134950    1.07   12.65    4.74   7.73 9.31      71    0.63      90    0.50     176    0.65   11.74
  39083  346347 20250113 135006    1.87   11.83    4.77   7.72 9.29      70    0.63      91    0.51     178    0.61   11.36
  39083  346347 20250113 135026    2.96   10.64    4.80   7.72 9.25      70    0.64      93    0.52     183    0.58   11.39
  39083  346347 20250113 135046    3.97    9.63    4.87   7.72 9.21      70    0.66      94    0.53     188    0.61   11.40
  39083  346347 20250113 135115    4.62    9.03    4.93   7.72 9.14      70    0.67      96    0.54     194    0.60   11.55
  39083  346347 20250113 135133    4.95    8.55    4.93   7.72 9.12      69    0.67      96    0.54     194    0.62   12.76
  39083  346347 20250113 135207    6.04    7.38    4.88   7.72 9.12      69    0.66      94    0.53     188    0.67   11.93
  39083  346347 20250113 135234    7.00    6.41    4.85   7.72 9.14      70    0.65      94    0.52     186    0.58   12.24
  39083  346347 20250113 135304    7.98    5.43    4.97   7.71 9.11      69    0.66      95    0.53     189    0.57   13.81
  39083  346347 20250113 135342    9.00    4.41    4.99   7.72 9.09      69    0.69      99    0.55     201    0.61   13.58
  39083  346347 20250113 135401    9.97    3.45    4.93   7.72 9.08      69    0.67      96    0.54     194    0.60   13.89
  39083  346347 20250113 135420   11.05    2.31    4.90   7.72 9.10      69    0.66      95    0.53     191    0.60   12.89
  39083  346347 20250113 135436   11.98    1.33    4.91   7.72 9.10      69    0.67      96    0.53     192    0.66   13.08
