# VERTIKAAL 9 M.C.ECOS 8 VERTIKAAL
* 13-01-2025 13:02:23
#X: 42636 - Y: 352113
#00 DONARLOCATIE: KTS-09
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1043>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  42636  352113 20250113 130237    1.02   13.28    5.54   7.70 8.49      66    0.87     123    0.70     282    0.58   10.56
  42636  352113 20250113 130254    2.02   12.28    5.53   7.70 8.49      66    0.87     123    0.69     281    0.51   10.99
  42636  352113 20250113 130309    3.11   11.10    5.52   7.70 8.50      66    0.86     122    0.69     277    0.52   10.45
  42636  352113 20250113 130324    4.07    0.00    5.52   7.70 8.52      66    0.87     122    0.69     278    0.53   10.60
  42636  352113 20250113 130340    5.11    9.04    5.55   7.69 8.50      66    0.88     124    0.70     286    0.58   11.65
  42636  352113 20250113 130359    6.05    7.93    5.58   7.70 8.44      65    0.90     127    0.72     290    0.57   11.60
  42636  352113 20250113 130426    6.95    6.99    5.64   7.70 8.36      65    0.92     130    0.73     300    0.59   12.43
  42636  352113 20250113 130444    8.01    5.85    5.66   7.70 8.33      65    0.93     131    0.74     304    0.52   12.77
  42636  352113 20250113 130501    9.01    4.89    5.69   7.71 8.30      65    0.94     132    0.75     308    0.55   12.60
  42636  352113 20250113 130515   10.06    3.84    5.69   7.71 8.29      64    0.94     133    0.75     310    0.57   12.52
  42636  352113 20250113 130536   10.98    2.80    5.69   7.71 8.28      64    0.95     133    0.76     312    0.61   11.78
  42636  352113 20250113 130601   11.95    1.81    5.74   7.72 8.28      64    0.98     138    0.78     327    0.46   12.04
  42636  352113 20250113 130624   12.97    0.80    5.80   7.73 8.25      64    1.01     141    0.80     338    0.50   11.60
