# VERTIKAAL 5 M.C.ECOS 8 VERTIKAAL
* 13-01-2025 11:28:47
#X: 46955 - Y: 367427
#00 DONARLOCATIE: KTS-05
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1043>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  46955  367427 20250113 112917    1.01    0.75    6.02   7.83 9.46      75    1.92     268    1.57     765    0.49    3.89
  46955  367427 20250113 112936    1.99    0.75    6.01   7.83 9.42      74    1.93     269    1.58     769    0.50    3.87
  46955  367427 20250113 112955    2.99   11.79    6.01   7.82 9.40      74    1.93     270    1.58     771    0.39    3.90
  46955  367427 20250113 113013    3.92    7.59    6.02   7.82 9.39      74    1.95     271    1.59     777    0.43    3.92
  46955  367427 20250113 113030    4.94    9.70    6.02   7.83 9.39      74    1.97     274    1.61     787    0.47    3.83
  46955  367427 20250113 113054    6.08    8.36    6.03   7.83 9.37      74    1.99     277    1.63     797    0.50    3.88
  46955  367427 20250113 113112    6.99    7.01    6.07   7.83 9.36      74    2.05     285    1.68     824    0.45    3.68
  46955  367427 20250113 113126    8.02    5.91    6.18   7.83 9.36      74    2.25     312    1.84     917    0.46    3.57
  46955  367427 20250113 113141    9.10    4.64    6.26   7.83 9.38      75    2.43     337    2.00    1004    0.44    3.53
  46955  367427 20250113 113202   10.01    3.91    6.38   7.83 9.43      75    2.68     369    2.20    1118    0.34    3.81
  46955  367427 20250113 113217   11.03    3.26    6.51   7.83 9.43      76    3.29     452    2.73    1411    0.38    5.40
  46955  367427 20250113 113230   12.06    2.00    6.49   7.83 9.46      76    3.91     539    3.29    1824    0.41    6.74
  46955  367427 20250113 113246   12.99    0.75    6.42   7.78 9.40      77    6.42     885    5.58    3104    0.39    6.95
