# VERTIKAAL 8 M.C.ECOS 8 VERTIKAAL
* 13-01-2025 12:24:43
#X: 44256 - Y: 359089
#00 DONARLOCATIE: KTS-08
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1043>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  44256  359089 20250113 122455    1.05   13.86    5.92   7.76 8.69      68    1.19     167    0.95     427    0.50    7.39
  44256  359089 20250113 122516    2.02   13.03    5.92   7.76 8.68      68    1.19     166    0.95     424    0.58    7.27
  44256  359089 20250113 122529    2.98    0.00    5.92   7.76 8.68      68    1.18     166    0.95     423    0.56    7.55
  44256  359089 20250113 122552    4.00   10.85    5.91   7.76 8.67      68    1.17     163    0.93     414    0.49    7.56
  44256  359089 20250113 122609    4.98    9.68    5.91   7.76 8.67      68    1.16     163    0.93     413    0.61    7.70
  44256  359089 20250113 122625    5.99    8.54    5.91   7.76 8.67      68    1.18     165    0.95     422    0.48    7.65
  44256  359089 20250113 122641    6.97    7.49    5.93   7.76 8.66      68    1.23     171    0.98     443    0.54    7.26
  44256  359089 20250113 122657    7.99    6.45    5.96   7.76 8.66      68    1.28     179    1.02     468    0.53    7.06
  44256  359089 20250113 122710    9.07    5.35    5.99   7.77 8.68      68    1.34     187    1.08     497    0.54    6.94
  44256  359089 20250113 122724    9.97    4.33    6.00   7.77 8.69      68    1.38     192    1.11     515    0.55    6.79
  44256  359089 20250113 122738   10.99    3.26    6.05   7.77 8.70      69    1.47     205    1.18     558    0.51    6.27
  44256  359089 20250113 122758   11.99    2.18    6.10   7.78 8.75      69    1.61     224    1.30     625    0.48    6.10
  44256  359089 20250113 122816   13.05    0.99    6.18   7.78 8.79      70    1.82     252    1.47     726    0.54    6.82
