# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 13-01-2025 11:42:18
#X: 46899 - Y: 365456
#00 DONARLOCATIE: KTS-06
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1043>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  46899  365456 20250113 114226    1.06   13.01    5.95   7.81 9.23      73    1.74     243    1.42     693    0.42    4.59
  46899  365456 20250113 114241    2.11   10.44    6.00   7.81 9.22      73    1.77     247    1.44     708    0.45    4.47
  46899  365456 20250113 114308    3.01    9.11    6.00   7.81 9.20      72    1.77     247    1.44     709    0.42    4.75
  46899  365456 20250113 114324    3.95   10.46    6.01   7.81 9.20      72    1.78     249    1.45     713    0.51    4.29
  46899  365456 20250113 114349    4.97    9.36    6.04   7.81 9.18      72    1.82     254    1.48     732    0.45    4.19
  46899  365456 20250113 114403    6.03    8.23    6.08   7.81 9.19      73    1.89     262    1.54     746    0.43    4.31
  46899  365456 20250113 114419    7.00    7.13    6.10   7.81 9.19      73    1.98     275    1.61     789    0.49    4.28
  46899  365456 20250113 114432    8.13    5.94    6.17   7.81 9.19      73    2.21     307    1.81     900    0.46    4.10
  46899  365456 20250113 114458    8.98    4.95    6.22   7.82 9.25      74    2.36     328    1.94     972    0.45    3.98
  46899  365456 20250113 114512    9.98    3.84    6.36   7.82 9.27      74    2.98     412    2.47    1269    0.49    3.47
  46899  365456 20250113 114529   10.96    2.75    6.45   7.81 9.33      75    3.65     503    3.05    1694    0.42    4.59
  46899  365456 20250113 114551   11.99    1.54    6.53   7.82 9.38      76    4.58     630    3.88    2155    0.41    6.54
  46899  365456 20250113 114611   13.03    0.93    6.53   7.81 9.37      76    5.50     757    4.72    2624    0.45    9.56
