# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 13-01-2025 10:49:48
#X: 46161 - Y: 370929
#00 DONARLOCATIE: KTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1043>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  46161  370929 20250113 105006    1.12   14.05    6.56   7.85 9.68      78    2.44     336    1.99    1001    0.44    3.37
  46161  370929 20250113 105030    1.98   13.11    6.55   7.85 9.68      78    2.47     339    2.01    1012    0.37    3.71
  46161  370929 20250113 105104    3.11   11.89    6.54   7.85 9.68      78    2.48     341    2.02    1018    0.44    3.61
  46161  370929 20250113 105134    3.95   11.24    6.54   7.85 9.69      78    2.50     344    2.04    1029    0.46    3.72
  46161  370929 20250113 105153    4.95   10.18    6.54   7.85 9.69      78    2.52     346    2.05    1035    0.45    3.60
  46161  370929 20250113 105218    6.01    9.03    6.50   7.86 9.70      78    2.58     355    2.11    1069    0.46    3.35
  46161  370929 20250113 105233    6.96    8.04    6.47   7.86 9.72      78    2.62     361    2.15    1089    0.45    3.65
  46161  370929 20250113 105256    7.97    7.00    6.45   7.86 9.74      78    2.70     372    2.22    1129    0.36    3.59
  46161  370929 20250113 105312    8.99    5.96    6.44   7.86 9.75      78    2.86     394    2.36    1205    0.44    3.16
  46161  370929 20250113 105329    9.94    4.98    6.44   7.85 9.77      78    3.04     419    2.52    1293    0.44    2.96
  46161  370929 20250113 105343   10.97    3.81    6.43   7.85 9.77      79    3.57     492    2.99    1657    0.42    3.23
  46161  370929 20250113 105403   12.05    2.61    6.40   7.85 9.78      79    4.22     582    3.57    1980    0.42    3.09
  46161  370929 20250113 105422   12.99    1.74    6.38   7.80 9.71      79    6.03     832    5.23    2907    0.45    4.98
  46161  370929 20250113 105440   14.09    0.75    6.29   7.82 9.67      80    9.31    1288    8.36    4656    0.37    5.06
