# VERTIKAAL 17 M.C.ECOS 8 VERTIKAAL
* 12-09-2024 12:08:32
#X: 33194 - Y: 400537
#00 DONARLOCATIE: VTS-01
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <5>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33194  400537 20240912 120840    1.06      --   19.03   7.77 6.35      81   38.61    3942   28.15   15893    0.63    0.29
  33195  400540 20240912 120905    1.99      --   19.03   7.77 6.34      81   38.62    3943   28.16   15896    0.60    0.35
  33196  400543 20240912 120923    2.99      --   19.02   7.77 6.33      81   38.61    3943   28.16   15895    0.66    0.29
  33195  400548 20240912 120943    3.97      --   19.02   7.77 6.32      81   38.62    3943   28.16   15895    0.72    0.22
  33195  400551 20240912 121009    5.06      --   19.02   7.77 6.32      81   38.61    3943   28.15   15894    0.69    0.40
  33196  400551 20240912 121026    6.08      --   19.02   7.77 6.32      81   38.61    3943   28.16   15895    0.75    0.23
  33196  400551 20240912 121043    7.09      --   19.02   7.77 6.30      80   38.62    3944   28.16   15899    0.68    0.34
  33188  400542 20240912 121121    8.04      --   19.17   7.75 6.01      77   38.86    3955   28.25   15950    0.48    0.27
  33188  400541 20240912 121141    9.06      --   19.31   7.76 6.02      77   39.03    3960   28.30   15974    0.44    0.24
  33186  400540 20240912 121204    9.94      --   19.33   7.76 5.96      77   39.12    3968   28.35   16008    0.50    0.38
  33184  400539 20240912 121226   10.99      --   19.30   7.76 5.95      76   39.11    3970   28.37   16017    0.40    0.25
  33183  400538 20240912 121250   12.08      --   19.32   7.76 5.96      76   39.13    3970   28.37   16018    0.38    0.37
  33198  400548 20240912 121332   13.08      --   19.23   7.76 5.99      77   39.01    3965   28.34   15997    0.36    0.26
  33200  400548 20240912 121416   14.06      --   19.28   7.76 5.90      76   39.07    3967   28.35   16004    0.35    0.20
  33200  400550 20240912 121446   14.94      --   19.36   7.76 5.85      75   39.19    3973   28.39   16029    0.45    0.34
