# VERTIKAAL 16 M.C.ECOS 8 VERTIKAAL
* 12-09-2024 12:02:22
#X: 33145 - Y: 400220
#00 DONARLOCATIE: VTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <5>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33145  400220 20240912 120236    1.02      --   19.01   7.76 6.25      80   38.58    3941   28.14   15885    0.52    0.26
  33140  400230 20240912 120258    2.00      --   19.00   7.76 6.23      79   38.58    3941   28.14   15886    0.64    0.37
  33139  400232 20240912 120312    3.00      --   19.00   7.76 6.23      79   38.57    3941   28.14   15885    0.65    0.36
  33139  400234 20240912 120326    3.98      --   18.99   7.76 6.24      79   38.57    3941   28.14   15887    0.83    0.26
  33138  400235 20240912 120339    5.02      --   18.99   7.77 6.24      80   38.57    3941   28.14   15888    0.62    0.38
  33137  400237 20240912 120354    6.12      --   19.00   7.76 6.22      79   38.58    3942   28.15   15890    0.58    0.37
  33136  400240 20240912 120407    6.96      --   19.06   7.76 6.20      79   38.69    3947   28.19   15916    0.47    0.29
  33135  400243 20240912 120434    8.02      --   19.12   7.76 6.15      79   38.79    3953   28.24   15941    0.45    0.37
  33135  400245 20240912 120449    9.02      --   19.17   7.77 6.12      78   38.90    3960   28.29   15973    0.45    0.22
  33132  400246 20240912 120555   10.02      --   19.41   7.75 5.77      74   39.21    3970   28.37   16017    0.30    0.28
