# VERTIKAAL 8 M.C.ECOS 8 VERTIKAAL
* 12-09-2024 10:16:42
#X: 40102 - Y: 395995
#00 DONARLOCATIE: VTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1012>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  40102  395995 20240912 101650    0.99      --   17.62   7.87 7.09      88   37.33    3930   28.06   15844    0.65    0.41
  40101  395996 20240912 101706    2.06      --   17.64   7.87 7.08      88   37.35    3930   28.06   15844    0.80    0.39
  40099  395996 20240912 101731    2.94      --   17.89   7.87 7.06      88   37.57    3932   28.08   15854    0.79    0.43
  40097  395996 20240912 101810    4.01      --   18.40   7.85 6.90      87   38.48    3982   28.47   16078    0.81    0.28
  40098  395995 20240912 101835    4.99      --   18.52   7.84 6.81      86   38.69    3993   28.56   16129    0.65    0.30
  40098  395993 20240912 101857    5.97      --   18.54   7.84 6.81      86   38.72    3995   28.57   16137    0.55    0.40
  40099  395993 20240912 101936    7.06      --   18.60   7.84 6.76      86   38.82    4000   28.61   16160    0.47    0.29
  40100  395993 20240912 102003    7.92      --   18.80   7.83 6.73      86   39.02    4004   28.64   16175    0.51    0.39
  40102  395990 20240912 102103    9.03      --   19.23   7.82 6.41      82   39.60    4026   28.82   16275    0.52    0.31
  40102  395989 20240912 102132    9.96      --   19.39   7.81 6.21      80   39.97    4050   29.01   16385    0.33    0.32
  40103  395986 20240912 102157   11.04      --   19.42   7.81 6.17      80   40.04    4053   29.04   16400    0.38    0.32
  40105  395981 20240912 102238   12.02      --   20.09   7.80 5.67      74   41.06    4098   29.39   16603    0.31    0.40
  40109  395975 20240912 102319   13.03      --   20.32   7.79 5.43      72   41.41    4113   29.51   16670    0.74    0.36
  40111  395971 20240912 102351   13.93      --   20.48   7.77 5.11      68   41.69    4127   29.62   16733    0.24    0.40
  40117  395960 20240912 102440   15.08      --   20.77   7.75 4.55      61   42.23    4156   29.85   16863    0.28    0.50
  40117  395957 20240912 102517   16.07      --   20.81   7.74 4.39      59   42.34    4162   29.90   16895    0.26    0.38
  40115  395960 20240912 102606   17.06      --   20.86   7.74 4.37      58   42.42    4166   29.93   16909    0.17    0.37
  40114  395964 20240912 102630   18.05      --   20.89   7.74 4.28      57   42.47    4168   29.95   16923    0.14    0.50
  40114  395967 20240912 102647   19.02      --   20.89   7.74 4.27      57   42.48    4169   29.95   16924    0.22    0.41
  40113  395972 20240912 102715   20.06      --   20.91   7.74 4.21      56   42.52    4171   29.97   16934    0.44    0.36
  40112  395978 20240912 102744   21.07      --   21.01   7.72 4.00      54   42.68    4178   30.03   16968    0.22    0.43
